Election Program Name,LocalBody Name,Division,District,Name of Contesting Candidate,constituency,Total Votes Secured,Party Name,Rank
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AZHARUDDIN AMIRUDDIN MOHD,20,143,Bahujan Vikas Aghadi,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIJAYSHANKAR LALJI YADAV,20,100,Bahujan Samaj Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Fatehmohammed Mohammedraza ShaikhMansuri,20,82,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MaqsoodAlam SirajulHaq Usmani,20,65,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KRISHNA RAVINDRA MISHRA,20,43,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANIL HARISHCHANDRA KOKANE,20,9,Republican Party of India (A),14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,20,184,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shailaja Vijay Girkar,21,15344,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,JAYASHREE ANIL MISTRY,21,5000,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Minakshi Jayesh Bhandari,21,2364,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SEEMA PRADEEP KULKARNI,21,768,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,21,442,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Priyanka Prafull More,22,14570,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUVARNA SUBHASH PRASADE,22,4313,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NILAM VISHAL MADHALE,22,2624,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,POOJA KUNAL MANWACHARYA,22,1183,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PAYAL PANDURANG GHADI,22,806,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,22,461,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHIVKUMAR BASUKINATH JHA,23,7197,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHIVSAHAY HANUMANPRASAD SINGH,23,4567,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ashok Vasudev Sawant,23,4070,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sanjay Nagindas Patel,23,1064,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAGHVENDRA BALIRAJ MISHRA,23,1057,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Jitendra Satyanarayan Singh,23,841,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANTOSH RAMAKANT JHA,23,556,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GAJANAN SHANTARAM SALVI,23,299,Maharashtra Navnirman Sena,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,TILAKKUMAR RAMNARESH CHAUDHARI,23,262,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KISHOR DHONDU CHAVAN,23,235,Bahujan Vikas Aghadi,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ATMARAM SHYAMNARAYAN DUBEY,23,210,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAGHUNATH BABAN JADHAV,23,190,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,HUSSAIN ABBASALI KHAN,23,145,Bahujan Samaj Party,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Deepak Mahadev Bandivadekar,23,126,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ravindranath _________ dubey,23,116,Samajwadi Party,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KRISHNAKANT KAILASHNATH PANDEY,23,89,Independent,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANTOSH ASHOK PANDEY,23,85,Independent,17
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJESH NARAYAN AMBHORE,23,68,Independent,18
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRAMOD JANARDHAN RANAWARE,23,67,Nationalist Congress Party,19
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AmarPratap Shambhunath Singh,23,26,Independent,20
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,23,180,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sunita Ramnagina Yadav,24,10144,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Prajakta Vikas Sawant-Vishwasrao,24,5435,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PUSHPA SANJAY JHA,24,1167,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Aarti Vinod Pawar,24,918,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Savita Sudesh Nag,24,570,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANORAMA RAKESH JHA,24,419,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SARITA MAHENDRA VISHWAKARMA,24,336,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BINDU MANOJ JHA,24,220,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,asha shivkumar shukla,24,132,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANITA SANJAY JHA,24,89,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,24,513,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,madhuri yogesh bhoir,25,7185,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nisha Suresh Bangera,25,6792,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BHOOMI SUNIL MANKAR,25,778,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ASHWINI ASHOK MORYE,25,275,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Geeta Suresh Beloshe,25,105,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRITI PRASHANT KHARATMAL,25,53,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANGITA ANIL MANE,25,25,Bhartiya Shetkari Kamgar Paksh,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,25,253,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PREETAM GAUTAM PANDAGLE,26,3948,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BHARTI RAM PANDAGLE,26,3129,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAKSHA DEEPAK WAGH,26,2345,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vandana Ramdas Nandgaonkar,26,1565,Bharip Bahujan Mahasangh,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIDYA ATUL GAIKWAD,26,1250,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNITA RAJESH NARWADE,26,929,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BHARATI SAMBHAJI KHOPE,26,595,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNITA PANDURANG PAKHARE,26,267,Republican Party of India (A),8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Prema Gorakhnath Admane,26,149,Bahujan Mukti Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,JYOTI ARJUN BOBADE,26,70,bahujan republican sociolist party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,26,350,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUREKHA MANOJKUMAR PATIL,27,7347,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Anupama Prakash Ambekar,27,4098,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRIYANKA SUBHASH YADAV,27,3152,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KESHAR SHRIHARI GHULE,27,765,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,27,367,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJPATI BARGUN YADAV,28,8241,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,EKNATH DNYANDEV HUNDARE,28,4608,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KIRAN CHANDRAKANT SALUNKHE,28,4572,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BALKRISHNA PRABHAKAR PALKAR,28,923,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VASANTRAO KRISHNARAO GHONGE,28,903,Bharip Bahujan Mahasangh,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NILESHKUMAR GATTU YADAV,28,595,Samajwadi Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJAN RAMDAS PATIL,28,581,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SURENDRA MACHINDRA JOSHI,28,199,Akhil Bharatiya Sena,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,28,361,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sagar Ramesh Singh,29,8043,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SACHIN BALKRISHNA PATIL,29,5231,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ramashish Gopal Gupta,29,3956,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MUKESH BASANTILAL PAMECHA,29,1977,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Satish Manohar Desai,29,934,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,sushil prakash gunje,29,538,Maharashtra Navnirman Sena,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJESH JAGANNATH SALVE,29,110,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Kiran Purushottam More,29,90,Nationalist Congress Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PUNIT HIRAMAN YADAV,29,77,Samajwadi Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAVI RAMAASRE VISHWAKARMA,29,32,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NILESH HARIDAS NAVGIRE,29,25,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shashikala Barkya Marchande,29,22,National Black Panthar,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LAXMAN YELLPPA KURADE,29,18,Bahujan Vikas Aghadi,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,29,273,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LEENA RAJESH DEHERKAR,30,18333,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAMRATA NIKUNJ RUGHANI,30,3459,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nirmala Brijmohan Kanoujia,30,1511,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MINAL JITENDRA DWIVEDI,30,834,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,meena jitendra gohil,30,63,Samajwadi Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,30,490,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KAMLESH SHOBHNATH YADAV,31,7826,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GEETA ASHISH YADAV,31,3973,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DINESH ANANT SALVI,31,3163,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KAILASH BALIRAM YADAV,31,2535,Samajwadi Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KAMLESH RAMSANEHI YADAV,31,1994,Shivsena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BABITA DEVIDAS BHATKAR,31,163,Bahujan Samaj Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sonal Sandeep Vasaikar,31,104,Nationalist Congress Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,31,248,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,STEFFIE MORRIS KINNY,32,6775,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GEETA KIRAN BHANDARI,32,5765,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ARCHANA BHUSHAN WADE,32,5320,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,CHANDRAKALA GOVIND MOHANE,32,393,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,32,440,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIRENDRA TUKARAM CHOUDHARY,33,5232,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,UJWALA PRAMOD VAITY,33,2690,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AJIT DAMODAR BHANDARI,33,2418,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,JAYARAM SITARAM MANDAVKAR,33,1802,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHDMUZAMMIL MOHDSHAKIL BAGHBAN,33,1302,All India Majlis e Ittehadul Muslimeen,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DISHA DATTARAM KANADE,33,490,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIKAS MORRESHWAR BHOPI,33,22,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,33,177,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,QUMARJAHAN MOHAMMEDMOEEN SIDDIQUI,34,10500,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUVARNA PRAKASH MADYALKAR,34,4195,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABANA JAWED AZAM,34,4027,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ALIYA HAIYUR KHAN,34,1490,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VAISHALI VISHWAS GHADIGAONKAR,34,1127,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SONI SOHAIL RIZVI,34,934,Samajwadi Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NaseemBegum Ahmed Khan,34,294,Communist Party Of India (Marxist),7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUPALI BINAY SINGH,34,70,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIMAL LAXMAN BONDARE,34,56,Bahujan Mukti Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,34,224,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SEJAL PRASHANT DESAI,35,13751,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PARUL PINAKIN MEHTA,35,5778,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,_______ _____ ____ _____,35,5624,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,THREESA SUBRAMANIAM NADAR,35,344,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,shweta shailesh hingu,35,150,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUPA HITEN SHAH,35,107,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUPADABAI MURLIDHAR JANJALE,35,55,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,35,473,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Daksha Jagdish Patel,36,11692,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SWATI SUNIL GUJAR,36,10052,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DIXITA JAYESH SHAH,36,3009,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GEETA MAHESHKUMAR FARKASE,36,2829,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BHAGYASHREE PRABHAKAR DHAMANSKAR,36,444,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHOBHA BHALCHANDRA ALHAT,36,183,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,36,483,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Pratibha Hemant Shinde,37,7815,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,POOJA RANVIRSINGH CHAUHAN,37,6363,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUPALI AJIT RAORANE,37,4624,Nationalist Congress Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Jayshree Chandrakant Thasale,37,2123,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Anusaya Anant Pawar,37,1444,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Mayuri Uttam Nadkar,37,232,Communist Party Of India (Marxist),6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NANDA KAMALDEEP SINGH,37,62,united congress party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,arti anand jadhav,37,46,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,37,326,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Atmaram Laxman Chache,38,6416,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Lalasaheb Gorakhnath Ubale,38,3715,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,vaibhav hemant bharadkar,38,2854,Nationalist Congress Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUDHIR TUKARAM BHARADKAR,38,2438,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rakesh Shankar Dhanawade,38,2229,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,anil namdeo korgaonkar,38,211,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,nikhil shankar salunkhe,38,147,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LAHU BALIRAM TELI,38,40,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,38,268,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINAYA VISHNU SAWANT,39,5663,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Suman Indrajeet Singh,39,4291,Rashtriya Samaj Paksha,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KUSUM DINESH GUPTA,39,3698,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,URMILA MALLHARI GOTMUKLE,39,649,Bahujan Samaj Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SAMIKSHA BHARAT THAKUR,39,613,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAGESHWARI VIJAYKUMAR PANCHAL,39,466,Maharashtra Navnirman Sena,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,REKHA RAJMAN GUPTA,39,244,Samajwadi Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SULAKSHANA NITIN SHINDE,39,157,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,CHHAYA BHAGWAN DHANRAJ,39,143,Republican Party of India (A),9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LALITA VITTHAL LOKHANDE,39,95,Bharip Bahujan Mahasangh,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,UMA MAROTRAO THORAT,39,73,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANITA SHIVAJI SHINDE,39,54,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,39,221,,
