ElectionType,ElectionDuration,District,PanchayatSamiti,SrNo,NameOfGramPanchyat,CategoryOfGramPanchyat,TotalNoOfContestingCandidate,ElectedUnoppose,TotalElectorateVotes,TotalPolledVotes,RejectedVotes,TotalValidVotes,PollPercent,WinnerCandidateName,ViewPledge,VoteSecureByWinner,RunnerupCandidateName,VoteSecureByRunnerup,TotalNoOfNOTACount,TenderedVotes
General Election,JAN-MAR 2020,RAJSAMAND,DEOGARH PANCHAYAT SAMITI,19,TAL,General (Woman),5,NO,3381,2324,0,2324,68.74,CHANDRAKANTA,https://sec.rajasthan.gov.in/Nominations/209_SARPANCH_ERODEOG1_3K7K20221P44P08PM.PDF,1422,MEGHA KANWAR,655,38,0
General Election,JAN-MAR 2020,RAJSAMAND,DEOGARH PANCHAYAT SAMITI,20,VIJAYPURA,SC (Woman),15,NO,4451,3314,0,3314,74.46,MEENA BHAND,https://sec.rajasthan.gov.in/Nominations/209_SARPANCH_ERODEOG1_3K7K20221P44P24PM.PDF,1031,MEGHRAJ,769,42,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,1,AAMLIYA,ST,4,NO,2020,1706,0,1706,84.46,POKARI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P52P19AM.pdf,1053,BHOLARAM,272,18,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,2,BARWA,General (Woman),9,NO,3062,1961,0,1961,64.04,INDU CHANDAN SINGH RAJPUROHIT,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P52P44AM.pdf,688,VARSHA KANWAR,616,8,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,3,BEDA,ST (Woman),6,NO,9281,5811,0,5811,62.61,BHAGIRATH MEENA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P53P03AM.pdf,3126,CHAMPA DEVI,619,242,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,4,BEDAL,OBC,7,NO,2628,1955,0,1955,74.39,BHERULAL,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P53P19AM.pdf,639,HAKARAM,405,21,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,5,Berdi,ST (Woman),6,NO,1661,1235,0,1235,74.35,PYARI BAI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P07P38AM.pdf,362,AMIYA DEVI,274,44,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,6,BHANDR,SC,10,NO,4738,2904,0,2904,61.29,KAPURARAM,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P53P37AM.pdf,1035,MANOHAR LAL,934,53,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,7,BHATUND,OBC (Woman),4,NO,4579,2896,0,2896,63.25,LASI DEVI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P53P56AM.pdf,1147,DHAPU DEVI,1072,41,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,8,BHIMANA,ST (Woman),4,NO,2970,2425,0,2425,81.65,GUJARI DEVI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P54P11AM.pdf,860,FATI DEVI,809,60,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,9,BHITWADA,General,5,NO,3063,1980,0,1980,64.64,MAHENDRA PRATAP SINGH RAJAWAT,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P54P34AM.pdf,984,PRATAP SINGH,373,44,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,10,BIJAPUR,General (Woman),5,NO,6465,4309,0,4309,66.65,MONIKA SINGH,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P54P50AM.pdf,1727,ASHOKA KUNWAR,1566,47,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,11,BISALPUR,General (Woman),13,NO,4871,3098,0,3098,63.6,MARUDHAR KUNWAR,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P55P11AM.pdf,838,SAMU,709,30,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,12,BOYA,SC (Woman),6,NO,2630,1638,0,1638,62.28,SANTOSH,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P55P28AM.pdf,613,MORKI,390,36,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,13,CHAMUNDERI RANAWATAN,General,7,NO,6671,4402,0,4402,65.99,JASWANT RAJ MEWARA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P55P51AM.pdf,1631,CHIMAN SINGH,1232,52,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,14,DHANI,SC,4,NO,4369,2942,0,2942,67.34,AMRITI DEVI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P56P12AM.pdf,1588,SAVITA,805,48,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,15,DUDANI,General (Woman),7,NO,5174,3782,0,3782,73.1,RAMBA KUMARI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P56P29AM.pdf,1002,PAPPU KANWAR,974,41,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,16,FALNA GAON,General,7,NO,2533,1816,0,1816,71.69,KARAN SINGH,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P56P51AM.pdf,502,MOTILAL,381,27,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,17,GORIYA,ST,7,NO,2556,2177,0,2177,85.17,MANGILAL GARASIYA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P57P52AM.pdf,795,BABLI,617,73,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,18,GUDALAS,General (Woman),2,NO,3322,2170,0,2170,65.32,MIRO KANWAR,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P58P15AM.pdf,1199,HANJA DEVI,922,49,1
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,19,KAKRADI,ST,4,NO,2012,1624,0,1624,80.72,RAJARAM GARASIYA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P58P37AM.pdf,802,JUMI DEVI,379,27,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,20,Khetrali,ST,7,NO,1893,1633,0,1633,86.27,BHURA RAM,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P09P51AM.pdf,457,MANU,387,13,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,21,KHIMEL,SC,8,NO,3488,1923,0,1923,55.13,RAMESH KUMAR,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P58P56AM.pdf,793,RAKESH KUMAR,321,39,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,22,KOT BALIYAN,OBC (Woman),8,NO,5207,3360,0,3360,64.53,HANJA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P59P14AM.pdf,1241,SUKHI,696,40,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,23,KOTHAR,OBC,6,NO,3452,2422,0,2422,70.16,BHIKI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K20229P59P49AM.pdf,1112,NIMBARAM,610,50,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,24,KOYALWAW,ST (Woman),5,NO,2419,1921,0,1921,79.41,BASU BAI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P00P17AM.pdf,700,LADURI BAI,403,44,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,25,KUMTIYA,ST,3,NO,3151,2141,0,2141,67.95,KUSARAM,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P00P35AM.pdf,1109,RAMA,697,54,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,26,Kundal,ST (Woman),3,NO,1580,1347,0,1347,85.25,TEZIBAI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P10P10AM.pdf,946,KAMLI,215,43,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,27,KURAD,ST (Woman),6,NO,1543,1380,0,1380,89.44,SAVDI BAI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P01P05AM.pdf,525,FAGANU BAI,322,36,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,28,Lalpura,ST (Woman),5,NO,1856,1568,0,1568,84.48,RAKAMA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P07P59AM.pdf,624,WALI,477,16,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,29,LATARA,General,8,NO,4817,3119,0,3119,64.75,PUKHRAJ,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P02P04AM.pdf,780,VIRAMDEV SINGH,726,46,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,30,LUNAVA,General (Woman),9,NO,4699,2935,0,2935,62.46,MOHANI DEVI GHANCHI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P02P28AM.pdf,873,USHA OJHA,771,58,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,31,LUNDARA,ST,3,NO,1989,1551,0,1551,77.98,JVARA RAM,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P02P54AM.pdf,759,VANJA KUMARI,594,49,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,32,MALNU,ST,4,NO,2313,1930,0,1930,83.44,RAMESH KUMAR MEENA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P03P23AM.pdf,1099,RAMESH KUMAR,738,25,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,33,MIRGESHAWAR,General,9,NO,3334,2202,0,2202,66.05,CHHEILSINGH,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P03P44AM.pdf,1074,KAN SING,330,18,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,34,MOKHAMPURA,General (Woman),8,NO,5289,3302,0,3302,62.43,RAJANI KANWAR,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P04P12AM.pdf,966,LOKESH KANWAR,712,40,1
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,35,MUNDRA,General,4,NO,7586,4624,0,4624,60.95,PRAVEEN,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P04P28AM.pdf,2536,KIRAN KUMAR,1793,94,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,36,Nadia (B),ST (Woman),8,NO,2377,1962,0,1962,82.54,MIRA BAI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P09P21AM.pdf,643,NIRMA KUMARI,306,15,1
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,37,NANA,SC (Woman),24,NO,6681,4152,0,4152,62.15,KAMLA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P04P44AM.pdf,899,SANTOSH KUMARI,862,39,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,38,PADARLA,SC (Woman),9,NO,2494,1684,0,1684,67.52,KANKU,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P05P03AM.pdf,634,MANJU,559,13,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,39,PAIRVA,SC,9,NO,3117,2055,0,2055,65.93,SOHAN LAL,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P05P28AM.pdf,592,SAVITA CHOUHAN,486,37,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,40,PIPLA,ST (Woman),6,NO,2009,1589,0,1589,79.09,MANJU DEVI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P05P50AM.pdf,415,HALDI DEVI,350,78,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,41,Rampura,ST,9,NO,4004,3311,0,3311,82.69,KAILASH KUMAR,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P08P45AM.pdf,1311,DEVARAM,744,119,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,42,SAINA,ST (Woman),4,NO,1986,1351,0,1351,68.03,MINAKSHI MEENA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P06P23AM.pdf,590,PYARI,310,26,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,43,SESALI,General,5,NO,4266,2805,0,2805,65.75,JAGDISH CHOUDHARY,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P06P40AM.pdf,1157,ROOPSINGH PUROPIT,656,37,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,44,SEWARI,General (Woman),10,NO,7719,5122,0,5122,66.36,PINKI DEVI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P06P56AM.pdf,1422,NANDA DEVI,1337,71,3
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,45,SHIVTALAV,General,10,NO,4912,3114,0,3114,63.4,JAGDISH SINGH,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P07P16AM.pdf,1001,DINESH,876,26,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,46,Thand Beri,ST,4,NO,1491,1342,0,1342,90.01,RINKU KUMARI,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P08P13AM.pdf,832,SAMARAM,207,20,0
General Election,JAN-MAR 2020,PALI,BALI PANCHAYAT SAMITI,47,Upla Bhimana,ST,2,NO,2292,1794,0,1794,78.27,SIMA,https://sec.rajasthan.gov.in/Nominations/192_SARPANCH_DEOPALI1_3K7K202210P09P02AM.pdf,903,KISHAN LAL,841,50,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,1,AKSHAYGARH,General,7,NO,3251,2853,0,2853,87.76,LAXMI BAI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P20P21PM.pdf,1137,RAMKISHAN,489,24,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,2,ALLAPUR,SC (Woman),5,NO,3172,2555,0,2555,80.55,MAYA DEVI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P21P04PM.pdf,882,HEMLATA,674,52,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,3,ANIYALA,General (Woman),5,NO,2758,2420,0,2420,87.74,BIJANTA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P21P42PM.pdf,898,KRITI MEENA,794,23,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,4,BAHARAVANDA KHURD,SC (Woman),13,NO,3767,2908,0,2908,77.2,KASTURI DEVI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P23P08PM.pdf,1309,SUGNA,876,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,5,BAHRAWADA KALAN,General,6,NO,3453,2936,0,2936,85.03,JUGAL KISHOR,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P23P51PM.pdf,889,BUDDHIRAM,842,41,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,6,BALER,ST (Woman),4,NO,4009,2774,0,2774,69.19,rampati,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P24P31PM.pdf,947,sammo,698,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,7,BARNAVADA,General,12,NO,3499,2988,0,2988,85.4,RAMBHARAT BAIRWA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_3K21K202212P14P57PM.pdf,469,GIRRAJ PRASAD GURJAR,451,37,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,8,BICHPURI GUJRAN,General (Woman),6,NO,3918,3198,0,3198,81.62,KUSUMLATA SHARMA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P26P56PM.pdf,977,LALITA,961,28,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,9,CHHAN,SC (Woman),13,NO,6687,5105,0,5105,76.34,LOTANTI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P31P32PM.pdf,2552,MANJU,1202,54,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,10,CHITARA,General (Woman),4,NO,3737,2927,0,2927,78.32,NIRMAL KANWAR,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P32P15PM.pdf,1399,CHANDRAKALA,730,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,11,DAULATPURA,General,8,NO,2583,2227,0,2227,86.22,RAMCHARAN GURJAR,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P33P03PM.pdf,784,SHYOJI RAM,478,28,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,12,DUMODA,General (Woman),16,NO,3213,2720,0,2720,84.66,URMILA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P34P04PM.pdf,626,SANTOSH,404,14,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,13,GANDAWAR,General,9,NO,3010,2537,0,2537,84.29,HANUMAN,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P34P59PM.pdf,627,MANGILAL,366,41,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,14,GOTH BIHARI,General (Woman),8,NO,1819,1646,0,1646,90.49,BAJRANGI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P35P33PM.pdf,386,MONIKA KANWAR,280,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,15,GOTHRA,General (Woman),4,NO,4242,3644,0,3644,85.9,PREMDEVI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P36P30PM.pdf,2073,REKHA,1230,32,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,16,Halonda,ST,8,NO,2610,2121,0,2121,81.26,DAMODAR,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P43P32PM.pdf,858,RAMKISHOR,529,16,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,17,KHANDAR,SC,4,NO,7987,5999,0,5999,75.11,HANSRAJ BAIRWA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P36P50PM.pdf,2227,SHAYAMLAL,1687,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,18,KHANDEVALA,SC,9,NO,3684,2972,0,2972,80.67,DEVENDR MAHWAR,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P37P12PM.pdf,1039,GOVINDA,750,36,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,19,Khidpur Jadone,General (Woman),7,NO,1693,1516,0,1516,89.55,RAMKANYA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P43P50PM.pdf,463,ANITA,430,12,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,20,KOSRA CHHARETA,General (Woman),5,NO,3506,3187,0,3187,90.9,KUMKUM,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P37P32PM.pdf,1298,KAMLI,929,30,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,21,KUREDI,OBC,6,NO,2958,2601,0,2601,87.93,RAJENDRA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P37P54PM.pdf,1208,MOHAN,794,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,22,KYARDA KALAN,SC,14,NO,3887,3223,0,3223,82.92,PRAKESH BAIRWA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P38P21PM.pdf,719,ANSUL KHATIK,717,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,23,LAHESORA,SC (Woman),6,NO,5637,3790,0,3790,67.23,KAVITA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P39P54PM.pdf,1316,NIRMALA,1052,65,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,24,MAIKALA,General,1,YES,3038,0,0,0,0.0,girraj,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P40P21PM.pdf,0,nan,0,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,25,NAYAPUR,SC (Woman),5,NO,3186,2655,0,2655,83.33,SHANTI DEVI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P40P39PM.pdf,974,CHHOTI,833,40,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,26,PALI,ST,7,NO,3241,2711,0,2711,83.65,RAJESH MEENA,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P41P13PM.pdf,730,RAMDYAL,384,27,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,27,PHALODI,General,10,NO,3381,2615,0,2615,77.34,JUGRAJ,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P41P39PM.pdf,725,KAMLA,616,17,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,28,RAMPURA,General (Woman),7,NO,2707,2225,0,2225,82.19,KALYANI DEVI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P41P59PM.pdf,524,SUGANA YADAV,500,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,29,RODAVAD,OBC (Woman),4,NO,2502,2118,0,2118,84.65,KISHORI,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P42P31PM.pdf,1001,GULAB,669,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,30,SINGORKALA,SC,16,NO,3548,3121,0,3121,87.97,RAMJI LAL,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P42P47PM.pdf,688,BALVEER BAIRWA,492,17,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,31,TALAWARA,SC,11,NO,2821,2387,0,2387,84.62,RAGHUVEER,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P43P02PM.pdf,1055,RAMJILAL,893,5,0
General Election,JAN-MAR 2020,S. MADHOPUR,KHANDAR PANCHAYAT SAMITI,32,TODARA,OBC,21,NO,4231,3004,0,3004,71.0,MANOHAR,https://sec.rajasthan.gov.in/Nominations/217_SARPANCH_DEOS.%20M1_2K16K20224P43P15PM.pdf,548,SITARAM,475,17,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,1,AJNOTI,ST,32,NO,2984,2360,0,2360,79.09,SUMAN MEENA,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P22P54PM.pdf,622,RAMKESH MEENA,414,6,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,2,ANDA,ST (Woman),5,NO,2465,2103,0,2103,85.31,MANJU DEVI,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P23P02PM.pdf,720,NIRMA,693,24,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,3,BADOLAS,OBC,9,NO,2903,2484,0,2484,85.57,VIRENDRA SINGH,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P23P12PM.pdf,687,SOHANRAM,621,0,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,4,Bandha (B),ST (Woman),10,NO,1866,1609,0,1609,86.23,PRIYANKA,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P30P30PM.pdf,592,RAJANTI DEVI MEENA,455,14,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,5,BHADLAV,General (Woman),10,NO,2782,2241,0,2241,80.55,RADHA MEENA,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P23P25PM.pdf,619,URMILA DEVI,546,23,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,6,BHURI PHARI,General,8,NO,3855,3112,0,3112,80.73,JAGMOHAN,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P22P31PM.pdf,1729,PRITHVIRAJ MEENA,832,18,0
General Election,JAN-MAR 2020,S. MADHOPUR,S.MADHOPUR PANCHAYAT SAMITI,7,CHAKARI,ST,8,NO,2523,2088,0,2088,82.76,RAMCHEEJ,https://sec.rajasthan.gov.in/Nominations/218_SARPANCH_DEOS.%20M1_2K25K20222P23P36PM.pdf,658,JASODA DEVI,567,35,0
