sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new,dist_2010
5155,JAISALMER,JAISALMER,KATHORI,GEN,UTTMARAM,MALE,OBC,kathori,JAISALMER,JAISALMER,
5156,JAISALMER,JAISALMER,KHINVSAR,GEN,RAWATSINGH,MALE,GEN,khinvsar,JAISALMER,JAISALMER,
5157,JAISALMER,JAISALMER,KHINYA,ST,GANGARAM BHIL,MALE,ST,khinva,JAISALMER,JAISALMER,
5158,JAISALMER,JAISALMER,KITA,GEN,ANJAN KANWAR,FEMALE,GEN,kita,JAISALMER,JAISALMER,
5159,JAISALMER,JAISALMER,MADASAR,GEN,BHANWARU RAM,MALE,GEN,madasar,JAISALMER,JAISALMER,
5160,JAISALMER,JAISALMER,MOHAN GARH,OBC W,LEHRON,FEMALE,OBC,mohangarh,JAISALMER,JAISALMER,
5161,JAISALMER,JAISALMER,MOKLA,OBC,BHAWANRU RAM,MALE,OBC,mokla,JAISALMER,JAISALMER,
5162,JAISALMER,JAISALMER,NACHANA,GEN W,CHAND KANWAR,FEMALE,GEN,nachna,JAISALMER,JAISALMER,
5163,JAISALMER,JAISALMER,NEHDAI,SC W,SUJI DEVI,FEMALE,SC,nehdai,JAISALMER,JAISALMER,
5164,JAISALMER,JAISALMER,NOKH,SC,NAKHTARAM,MALE,SC,nokh,JAISALMER,JAISALMER,
5165,JAISALMER,JAISALMER,PANCHE KA TALA,GEN,NAKHAT SINGH,MALE,GEN,panche ka tal,JAISALMER,JAISALMER,
5166,JAISALMER,JAISALMER,PAREWAR,GEN W,KAMLA,FEMALE,SC,parever,JAISALMER,JAISALMER,
5167,JAISALMER,JAISALMER,PITHLA,ST W,GAVRI DEVI,FEMALE,ST,pithala,JAISALMER,JAISALMER,
5168,JAISALMER,JAISALMER,RUPSI,GEN,MOOLSINGH,MALE,GEN,rupsi,JAISALMER,JAISALMER,
5169,JAISALMER,JAISALMER,SATYAYA,OBC W,IJJTON,FEMALE,OBC,satyaya,JAISALMER,JAISALMER,
5170,JAISALMER,JAISALMER,SODHAKOUR,GEN,LAKHSINGH,MALE,GEN,sodhakour,JAISALMER,JAISALMER,
5171,JAISALMER,JAISALMER,SULTANA,GEN,PREM SINGH,MALE,GEN,sultana,JAISALMER,JAISALMER,
5172,JAISALMER,JAISALMER,TABRIWALA,OBC,PUNARAM,MALE,OBC,tavrivala,JAISALMER,JAISALMER,
5173,JAISALMER,JAISALMER,TADANA,SC,BHAGWANA RAM,MALE,SC,tadana,JAISALMER,JAISALMER,
5174,JAISALMER,SAM,ADBALA,GEN,HUKUM SINGH,MALE,GEN,adbala,JAISALMER,SAM,
5175,JAISALMER,SAM,BAIRSIYALA,GEN,KHINVSINGH,MALE,GEN,barisiyala,JAISALMER,SAM,
5176,JAISALMER,SAM,BAIYA,OBC,AMAR KHAN,MALE,OBC,baiya,JAISALMER,SAM,
5177,JAISALMER,SAM,BANDHA,SC,MALARAM,MALE,SC,bandha,JAISALMER,SAM,
5178,JAISALMER,SAM,BIDA,GEN,ALANA,MALE,GEN,bida,JAISALMER,SAM,
5179,JAISALMER,SAM,CHELAK,OBC W,JANNI,FEMALE,OBC,chelak,JAISALMER,SAM,
5180,JAISALMER,SAM,CHHATANGARH,GEN W,GANGA KANWAR,FEMALE,GEN,chhatgarh,JAISALMER,SAM,
5181,JAISALMER,SAM,DANGRI,GEN,BHARU SINGH,MALE,GEN,dangri,JAISALMER,SAM,
5182,JAISALMER,SAM,DAV,GEN,BHAKHAR SINGH,MALE,GEN,dav,JAISALMER,SAM,
5183,JAISALMER,SAM,DEDHA,ST,GANGARAM,MALE,ST,deda,JAISALMER,SAM,
5184,JAISALMER,SAM,DEVDA,SC W,ANTRI DEVI,FEMALE,SC,devda,JAISALMER,SAM,
5185,JAISALMER,SAM,DEVIKOT,ST W,JETHI DEVI,FEMALE,ST,devikot,JAISALMER,SAM,
5186,JAISALMER,SAM,DHaNANA,GEN W,NABIYAT,FEMALE,GEN,dhanana,JAISALMER,SAM,
5187,JAISALMER,SAM,FATEHGARH,GEN W,SHANTI DEVI,FEMALE,OBC,fatehgarh,JAISALMER,SAM,
5188,JAISALMER,SAM,HABUR,GEN,TANERAV SINGH,MALE,GEN,habur,JAISALMER,SAM,
5189,JAISALMER,SAM,HARNAU,GEN,ALI KHAN,MALE,OBC,harnau,JAISALMER,SAM,
5190,JAISALMER,SAM,JHINJHINYALI,GEN,JAGMAL SINGH,MALE,GEN,jhinjhnivali,JAISALMER,SAM,
5191,JAISALMER,SAM,KANOI,GEN,AMBARAM,MALE,OBC,kanoi,JAISALMER,SAM,
5192,JAISALMER,SAM,KAPURIYA,OBC,AYUB KHAN,MALE,OBC,kapuriya,JAISALMER,SAM,
5193,JAISALMER,SAM,KHUHADI,GEN,GYAN SINGH,MALE,GEN,khuhdi,JAISALMER,SAM,
5194,JAISALMER,SAM,KHUIYALA,GEN,MOYEB KHAN,MALE,OBC,khuivala,JAISALMER,SAM,
5195,JAISALMER,SAM,KOTDI,OBC W,BHANWARI DEVI,FEMALE,OBC,kotdi,JAISALMER,SAM,
5196,JAISALMER,SAM,KUNDA,GEN,GORDHAN SINGH,MALE,GEN,kunda,JAISALMER,SAM,
5197,JAISALMER,SAM,LAKHA,GEN W,KENKU,FEMALE,GEN,lakha,JAISALMER,SAM,
5198,JAISALMER,SAM,LUNAR,OBC,ISHA,MALE,OBC,lunar,JAISALMER,SAM,
5199,JAISALMER,SAM,MANDAI,OBC,ALAM KHAN,MALE,OBC,mandai,JAISALMER,SAM,
5200,JAISALMER,SAM,MODHA,GEN W,SHYAM KANWAR,FEMALE,GEN,modha,JAISALMER,SAM,
5201,JAISALMER,SAM,MULANA,GEN W,BAIRAJ,FEMALE,GEN,mulana,JAISALMER,SAM,
5202,JAISALMER,SAM,MYAJLAR,GEN W,ASHA KANWAR,FEMALE,GEN,myajlar,JAISALMER,SAM,
5203,JAISALMER,SAM,NARSINGON KI DHANI,SC,HARLAL,MALE,SC,narsingho ki dhani,JAISALMER,SAM,
5204,JAISALMER,SAM,POCHHINA,GEN,ONAD SINGH,MALE,GEN,pochhnida,JAISALMER,SAM,
5205,JAISALMER,SAM,RAGHAVA,SC W,AMKA,FEMALE,SC,raghava,JAISALMER,SAM,
5206,JAISALMER,SAM,RAIMALA,GEN,BHANWAR SINGH,MALE,GEN,raimala,JAISALMER,SAM,
5207,JAISALMER,SAM,RAMA,GEN,MOHAN DAN,MALE,OBC,rama,JAISALMER,SAM,
5208,JAISALMER,SAM,RAMGARH,SC,MANGLA RAM,MALE,SC,ramgarh,JAISALMER,SAM,
5209,JAISALMER,SAM,RASALA,OBC W,DALLI DEVI,FEMALE,OBC,rasla,JAISALMER,SAM,
5210,JAISALMER,SAM,REEVDI,SC,BABU RAM GARG,MALE,SC,rivdi,JAISALMER,SAM,
5211,JAISALMER,SAM,SALKHA DAMODARA,GEN,JAWAHAR SINGH,MALE,GEN,salkha damodara,JAISALMER,SAM,
5212,JAISALMER,SAM,SAM,SC,MOTU RAM,MALE,SC,sam,JAISALMER,SAM,
5213,JAISALMER,SAM,SANGAD,OBC,SHAMBHUDAN,MALE,OBC,sangad,JAISALMER,SAM,
5214,JAISALMER,SAM,SATO,GEN,DALPAT SINGH,MALE,GEN,satto,JAISALMER,SAM,
5215,JAISALMER,SAM,SHAHGARH,OBC,ABDULLA,MALE,OBC,shahgarh,JAISALMER,SAM,
5216,JAISALMER,SAM,SIPLA,OBC,SEURAM,MALE,OBC,sikpa sipla,JAISALMER,SAM,
5217,JAISALMER,SAM,SITODAI,SC W,KENKU,FEMALE,SC,sitodai,JAISALMER,SAM,
5218,JAISALMER,SAM,SIYANBER,GEN,HASAM KHAN,MALE,OBC,siyamber,JAISALMER,SAM,
5219,JAISALMER,SAM,SONU,GEN W,KAMLA KANWAR,FEMALE,GEN,sonu,JAISALMER,SAM,
5220,JAISALMER,SAM,TEJPALA,GEN,HAMIR SINGH,MALE,GEN,tejpala,JAISALMER,SAM,
5221,JAISALMER,SAM,TEJRAVA,GEN W,PRAKASH KANWAR,FEMALE,GEN,tejrava,JAISALMER,SAM,
5222,JAISALMER,SAM,TENJMALTA,GEN,NARAYAN SINGH,MALE,GEN,tejmalta,JAISALMER,SAM,
5223,JAISALMER,SANKARA,BALAD,ST W,JIYON DEVI,FEMALE,ST,balad,JAISALMER,SANKRA,
5224,JAISALMER,SANKARA,BANDHEWA,GEN W,LADO,FEMALE,OBC,bandheva,JAISALMER,SANKRA,
5225,JAISALMER,SANKARA,BARATH KA GAON,ST,SUJARAM,MALE,ST,barath ka gaon,JAISALMER,SANKRA,
5226,JAISALMER,SANKARA,BHAINSADA,GEN,AMAN KANWAR,FEMALE,GEN,bhaisda,JAISALMER,SANKRA,
5227,JAISALMER,SANKARA,BHANIYANA,GEN W,KAMLA,FEMALE,OBC,bhaniyana,JAISALMER,SANKRA,
5228,JAISALMER,SANKARA,BHIKHODAI JUNI,GEN,BAIRISAL DAN,MALE,OBC,bhikhodai,JAISALMER,SANKRA,
5229,JAISALMER,SANKARA,BHUJARGARH,OBC W,ARCHANA,FEMALE,OBC,bhurjgarh,JAISALMER,SANKRA,
5230,JAISALMER,SANKARA,CHAUK,GEN,PADAM SINGH,MALE,GEN,chowk,JAISALMER,SANKRA,
5231,JAISALMER,SANKARA,CHHANYAN,GEN,KAN BHARTI,MALE,OBC,chhayan,JAISALMER,SANKRA,
5232,JAISALMER,SANKARA,DANTAL,GEN,YARU KHAN,MALE,OBC,dantal,JAISALMER,SANKRA,
5233,JAISALMER,SANKARA,DEDANIYA,OBC W,BHIKHA KHATOON,FEMALE,OBC,didaniya,JAISALMER,SANKRA,
5234,JAISALMER,SANKARA,GOMAT,GEN,MANJUR DIN,MALE,OBC,gomat,JAISALMER,SANKRA,
5235,JAISALMER,SANKARA,JAIMLA,GEN W,HANIFA,FEMALE,OBC,jaimla,JAISALMER,SANKRA,
5236,JAISALMER,SANKARA,JALODA POKRAN,GEN,AKBAR KHAN,MALE,OBC,jaloda pokran,JAISALMER,SANKRA,
5237,JAISALMER,SANKARA,JHABRA,GEN W,RUKMA,FEMALE,GEN,jhabra,JAISALMER,SANKRA,
5238,JAISALMER,SANKARA,JHALARIYA,GEN,NOORE KHAN,MALE,OBC,jhalariya,JAISALMER,SANKRA,
5239,JAISALMER,SANKARA,KAILAWA,SC W,LACHHON DEVI,FEMALE,SC,kailava,JAISALMER,SANKRA,
5240,JAISALMER,SANKARA,KHETOLAI,GEN,HAWAKANWAR,FEMALE,GEN,khetolai,JAISALMER,SANKRA,
5241,JAISALMER,SANKARA,LATHI,GEN,KESHARA RAM,MALE,OBC,lathi,JAISALMER,SANKRA,
5242,JAISALMER,SANKARA,LAWAN,GEN,HEERA LAL,MALE,GEN,lawan,JAISALMER,SANKRA,
5243,JAISALMER,SANKARA,LOHARKI,SC,TIKURAM,MALE,SC,loharki,JAISALMER,SANKRA,
5244,JAISALMER,SANKARA,LUNAKALAN,GEN,CHIMAN SINGH,MALE,GEN,lunakalla,JAISALMER,SANKRA,
5245,JAISALMER,SANKARA,MADWA,OBC,SHAMBHUDAN,MALE,OBC,mandwa,JAISALMER,SANKRA,
5246,JAISALMER,SANKARA,MANASAR,GEN,MITTHU SINGH,MALE,GEN,manasar,JAISALMER,SANKRA,
5247,JAISALMER,SANKARA,MODERDI,OBC W,DHAI KHATOON,FEMALE,OBC,modradi,JAISALMER,SANKRA,
5248,JAISALMER,SANKARA,NEHDAN,SC,GHENVRA RAM,MALE,SC,nedan,JAISALMER,SANKRA,
5249,JAISALMER,SANKARA,OLA,OBC,KANDAN,MALE,OBC,ola,JAISALMER,SANKRA,
5250,JAISALMER,SANKARA,PADAMPURA,GEN W,NATHU,FEMALE,GEN,padampura,JAISALMER,SANKRA,
5251,JAISALMER,SANKARA,PANNASAR,GEN W,MISRON,FEMALE,GEN,pannasar,JAISALMER,SANKRA,
5252,JAISALMER,SANKARA,PHALSUND,GEN,INDRA SINGH,MALE,GEN,phalsund,JAISALMER,SANKRA,
5253,JAISALMER,SANKARA,RAJGARH,GEN,KOJRAJ SINGH,MALE,GEN,rajgarh,JAISALMER,SANKRA,
5254,JAISALMER,SANKARA,RAJMATHAI,SC W,API,FEMALE,SC,rajamthai,JAISALMER,SANKRA,
5255,JAISALMER,SANKARA,RAMDEVRA,OBC,DAULAT RAM,MALE,OBC,ramdevra,JAISALMER,SANKRA,
5256,JAISALMER,SANKARA,RATDIYA,GEN W,BHANWARI,FEMALE,OBC,ratdiya,JAISALMER,SANKRA,
5257,JAISALMER,SANKARA,SADA,SC,RUPARAM,MALE,SC,sada,JAISALMER,SANKRA,
5258,JAISALMER,SANKARA,SANKRA,GEN,RANASINGH,MALE,GEN,sankda,JAISALMER,SANKRA,
5259,JAISALMER,SANKARA,SARDARSINGH KI DHANI,OBC,ALI KHAN,MALE,OBC,sardarsingh ki dhani,JAISALMER,SANKRA,
5260,JAISALMER,SANKARA,SWAMIJI KI DHANI,OBC,KADAR KHAN,MALE,OBC,swamji ki dhani,JAISALMER,SANKRA,
5261,JAISALMER,SANKARA,UJLA,GEN,AWAD DAN,MALE,OBC,ujla,JAISALMER,SANKRA,
5262,JALORE,AHORE,AAIPURA,GEN,BHAVANI SINGH,MALE,GEN,aipura,JALORE,AHORE,
5263,JALORE,AHORE,AGAVARI,SC,THAKARA RAM,MALE,SC,agveri,JALORE,AHORE,
5264,JALORE,AHORE,AHORE,GEN,MOHAN LAL,MALE,GEN,ahore,JALORE,AHORE,
5265,JALORE,AHORE,AJITPURA,GEN W,VIMAL KANWAR,FEMALE,GEN,ajitpura,JALORE,AHORE,
5266,JALORE,AHORE,BALA,GEN,GANGA SINGH,MALE,GEN,bala,JALORE,AHORE,
5267,JALORE,AHORE,BANKLI,ST W,KAMLA DEVI,FEMALE,ST,bankli,JALORE,AHORE,
5268,JALORE,AHORE,BAVRI,GEN,JAISINGH,MALE,GEN,bavdi,JALORE,AHORE,
5269,JALORE,AHORE,BHADRAJUN,GEN,KARANVIR SINGH,MALE,GEN,bhadrajun,JALORE,AHORE,
5270,JALORE,AHORE,BHAVRANI,GEN W,SAHADRI,FEMALE,GEN,bhavrani,JALORE,AHORE,
5271,JALORE,AHORE,BHESHWARA,OBC,KAILASH DAS,MALE,OBC,bhaisvada,JALORE,AHORE,
5272,JALORE,AHORE,BHORDA,SC,KALU RAM,MALE,SC,bhorda,JALORE,AHORE,
5273,JALORE,AHORE,BHUTI,GEN,PUNA RAM,MALE,OBC,bhuti,JALORE,AHORE,
5274,JALORE,AHORE,BITHUDA,ST,SAKA RAM,MALE,ST,bithuda,JALORE,AHORE,
5275,JALORE,AHORE,CHANDRAI,GEN,MOHAN LAL,MALE,OBC,chandrai,JALORE,AHORE,
5276,JALORE,AHORE,CHARLI,OBC,SHANKAR DAN,MALE,OBC,cherli,JALORE,AHORE,
5277,JALORE,AHORE,CHAVARSA,SC,POMA RAM,MALE,SC,chavrecha,JALORE,AHORE,
5278,JALORE,AHORE,CHUNDA,GEN W,RASAL KANWAR,FEMALE,GEN,chunda,JALORE,AHORE,
5279,JALORE,AHORE,DAYALPURA,OBC W,ARUNA KANWAR,FEMALE,OBC,dayalpura,JALORE,AHORE,
5280,JALORE,AHORE,DODIYALI,GEN,MANOHAR SINGH,MALE,GEN,dodiyali,JALORE,AHORE,
5281,JALORE,AHORE,GHANA,GEN,RAM SINGH,MALE,GEN,ghanana,JALORE,AHORE,
5282,JALORE,AHORE,GUDA BALOTAN,OBC,SHANTI DEVI,FEMALE,OBC,guda balotan,JALORE,AHORE,
5283,JALORE,AHORE,HARJI,OBC W,ROSHAN,FEMALE,OBC,harji,JALORE,AHORE,
5284,JALORE,AHORE,KAMBA,GEN,NAIN SINGH,MALE,GEN,kamba,JALORE,AHORE,
5285,JALORE,AHORE,KAVLA,SC W,KAVITA,FEMALE,SC,kanvla,JALORE,AHORE,
5286,JALORE,AHORE,KAVRADA,OBC W,JAMU URF JAMUNA,FEMALE,OBC,kavrada,JALORE,AHORE,
5287,JALORE,AHORE,NIMBLA,SC,KALU RAM,MALE,SC,nimbla,JALORE,AHORE,
5288,JALORE,AHORE,NORVA,GEN W,JHAMU KANWAR,FEMALE,GEN,norva,JALORE,AHORE,
5289,JALORE,AHORE,NOSRA,GEN,GANPAT SINGH,MALE,GEN,nosera,JALORE,AHORE,
5290,JALORE,AHORE,PADARLI,ST,MORA RAM,MALE,ST,paderli,JALORE,AHORE,
5291,JALORE,AHORE,PANCHOTA,GEN W,DARIYA KANWAR,FEMALE,GEN,panchota,JALORE,AHORE,
5292,JALORE,AHORE,PAVTA,SC,HEERA LAL,MALE,SC,pavta,JALORE,AHORE,
5293,JALORE,AHORE,RAITHAL,OBC,DAKHU DEVI,FEMALE,OBC,raithal,JALORE,AHORE,
5294,JALORE,AHORE,RAMA,GEN,PRAHLAD SINGH,MALE,GEN,rama,JALORE,AHORE,
5295,JALORE,AHORE,RODLA,SC W,MEERA DEVI,FEMALE,SC,rodla,JALORE,AHORE,
5296,JALORE,AHORE,SEDARIA BALOTAN,OBC,JEEV RAM,MALE,OBC,sedriya balotan,JALORE,AHORE,
5297,JALORE,AHORE,SHANKHWALI,OBC,GALBA RAM,MALE,OBC,shankhvali,JALORE,AHORE,
5298,JALORE,AHORE,SUGALIA JODHA,GEN W,SAYAR KANWAR,FEMALE,GEN,sugaliya jodha,JALORE,AHORE,
5299,JALORE,AHORE,THAVLA,ST W,ANSI DEVI,FEMALE,ST,thanvla,JALORE,AHORE,
5300,JALORE,AHORE,UMMEDPUR,SC W,SONI DEVI,FEMALE,SC,ummedpur,JALORE,AHORE,
5301,JALORE,AHORE,VALDARA,GEN,RAM SINGH,MALE,GEN,veldra,JALORE,AHORE,
5302,JALORE,AHORE,VEDIA,ST,RAVIA,MALE,ST,vediya,JALORE,AHORE,
5303,JALORE,BHINMAL,BAGORA,GEN W,PARU DEVI,FEMALE,GEN,bagora,JALORE,BHINMAL,
5304,JALORE,BHINMAL,BALI,GEN,AJIT SINGH,MALE,GEN,bali,JALORE,BHINMAL,
5305,JALORE,BHINMAL,BHAGAL SEPTA,OBC,HARJIRAM CHOUDHARY,MALE,OBC,bhagalsephta,JALORE,BHINMAL,
5306,JALORE,BHINMAL,BHAGALBHIM,SC,MASRA RAM,MALE,SC,bhagalbhim,JALORE,BHINMAL,
5307,JALORE,BHINMAL,BHALNI,GEN W,JHAMKU DEVI,FEMALE,OBC,bhalani,JALORE,BHINMAL,
5308,JALORE,BHINMAL,BORTA,GEN,AASU RAM,MALE,OBC,borta,JALORE,BHINMAL,
5309,JALORE,BHINMAL,CHAINPURA,SC,HAKMA RAM,MALE,SC,chainpura,JALORE,BHINMAL,
5310,JALORE,BHINMAL,DASPA,GEN,VIRENDRA SINGH,MALE,GEN,daspa,JALORE,BHINMAL,
5311,JALORE,BHINMAL,DATIWAS,OBC,POONMA RAM,MALE,OBC,dantivas,JALORE,BHINMAL,
5312,JALORE,BHINMAL,DHUMBADIYA,GEN W,JIVO DEVI,FEMALE,OBC,dhumbdiya,JALORE,BHINMAL,
5313,JALORE,BHINMAL,DUNGARVA,OBC,MANGI LAL KALBI,MALE,OBC,dungerva,JALORE,BHINMAL,
5314,JALORE,BHINMAL,FAGOTARA,ST W,BHOORI DEVI,FEMALE,ST,fagotara,JALORE,BHINMAL,
5315,JALORE,BHINMAL,JAIRAN,OBC,MANGA RAM,MALE,OBC,jairan,JALORE,BHINMAL,
5316,JALORE,BHINMAL,JAISAVAS,GEN W,RAHU DEVI KALBI,FEMALE,OBC,jaisavas,JALORE,BHINMAL,
5317,JALORE,BHINMAL,JUJANI,GEN W,BADLI DEVI,FEMALE,OBC,junjani,JALORE,BHINMAL,
5318,JALORE,BHINMAL,KALETI,ST,DANARAM BHEEL,MALE,ST,kaleti,JALORE,BHINMAL,
5319,JALORE,BHINMAL,KAVTARA,SC,RAJARAM,MALE,SC,kavtara,JALORE,BHINMAL,
5320,JALORE,BHINMAL,KHOKHA,GEN,MOLANA MEER MOHD.,MALE,OBC,khokha,JALORE,BHINMAL,
5321,JALORE,BHINMAL,KOOKA,GEN,TULSA RAM,MALE,OBC,kuka,JALORE,BHINMAL,
5322,JALORE,BHINMAL,KORA,OBC W,NATHI DEVI,FEMALE,OBC,kora,JALORE,BHINMAL,
5323,JALORE,BHINMAL,KOTKASTA,GEN,PARVATI SHANKAR,MALE,GEN,kotkasta,JALORE,BHINMAL,
5324,JALORE,BHINMAL,LAKHANI,GEN W,LASI KANWAR,FEMALE,GEN,lakhani,JALORE,BHINMAL,
5325,JALORE,BHINMAL,LUNAVAS,GEN,AJA KALBI,MALE,OBC,lunavas,JALORE,BHINMAL,
5326,JALORE,BHINMAL,MORSIM,GEN,DALBIR SINGH,MALE,GEN,morsim,JALORE,BHINMAL,
5327,JALORE,BHINMAL,NADIYA,OBC,NARAYAN DAN,MALE,OBC,nadiya,JALORE,BHINMAL,
5328,JALORE,BHINMAL,NARSANA,ST,VENA BHEEL,MALE,ST,narsana,JALORE,BHINMAL,
5329,JALORE,BHINMAL,NARTA,GEN W,VARJU DEVI,FEMALE,OBC,narta,JALORE,BHINMAL,
5330,JALORE,BHINMAL,NIMBAWAS,OBC W,PYARI DEVI,FEMALE,OBC,nimbavas,JALORE,BHINMAL,
5331,JALORE,BHINMAL,PUNASA,GEN,ISWAR SINGH,MALE,GEN,punasa,JALORE,BHINMAL,
5332,JALORE,BHINMAL,RAAH,GEN,HASAN KHAN,MALE,GEN,rah,JALORE,BHINMAL,
5333,JALORE,BHINMAL,RAHUTA,GEN,GODA RAM,MALE,OBC,raouta,JALORE,BHINMAL,
5334,JALORE,BHINMAL,RANGALA,GEN,KHANGARA RAM,MALE,OBC,rangala,JALORE,BHINMAL,
5335,JALORE,BHINMAL,SEVNI,SC W,LAHARI,FEMALE,SC,sevdi,JALORE,BHINMAL,
5336,JALORE,BHINMAL,THOBAU,GEN,BHUDARA RAM,MALE,OBC,thobau,JALORE,BHINMAL,
5337,JALORE,BHINMAL,WADA BHADAVI,GEN W,KELI DEVI,FEMALE,OBC,vadabhadvi,JALORE,BHINMAL,
5338,JALORE,JALORE,AKOLI,GEN W,NARAYAN KANWAR,FEMALE,GEN,akoli,JALORE,JALORE,
5339,JALORE,JALORE,BADANWADI,SC,RAM CHANDRA,MALE,SC,badanvadi,JALORE,JALORE,
5340,JALORE,JALORE,BAGARA,GEN W,TALSI,FEMALE,OBC,bagra,JALORE,JALORE,
5341,JALORE,JALORE,BAKARA ROAD,GEN,BHANWAR SINGH,MALE,GEN,bakra road,JALORE,JALORE,
5342,JALORE,JALORE,BHAGALI SINDHALAN,ST,GAMIYA,MALE,ST,bhagli sindhlan,JALORE,JALORE,
5343,JALORE,JALORE,BIBARSAR,GEN,ISHWAR SINGH,MALE,GEN,bibalsar,JALORE,JALORE,
5344,JALORE,JALORE,CHANDANA,GEN,NAIN SINGH,MALE,GEN,chandan,JALORE,JALORE,
5345,JALORE,JALORE,CHURA,OBC,KANA RAM,MALE,OBC,chura,JALORE,JALORE,
5346,JALORE,JALORE,DEBAWAS,SC W,LERKI,FEMALE,SC,debavas,JALORE,JALORE,
5347,JALORE,JALORE,DECHU,OBC W,INDRA DEVI,FEMALE,OBC,dechu,JALORE,JALORE,
5348,JALORE,JALORE,DEGANVE,GEN,JITENDRA SINGH,MALE,GEN,deganve,JALORE,JALORE,
5349,JALORE,JALORE,DEVKI,GEN,VANE SINGH,MALE,GEN,devki,JALORE,JALORE,
5350,JALORE,JALORE,DOODSI,SC,VELA RAM,MALE,SC,dudsi,JALORE,JALORE,
5351,JALORE,JALORE,GODAN,GEN,RAWATA RAM,MALE,OBC,godan,JALORE,JALORE,
5352,JALORE,JALORE,LETA,GEN W,GANGA DEVI,FEMALE,SC,leta,JALORE,JALORE,
5353,JALORE,JALORE,MADGANVA,GEN,HARI SINGH,MALE,GEN,madgaon,JALORE,JALORE,
5354,JALORE,JALORE,MEDAUPARLA,GEN,GANPAT SINGH,MALE,GEN,meda uperla,JALORE,JALORE,
5355,JALORE,JALORE,NARNAVAS,SC W,NAINU DEVI,FEMALE,SC,narnavas,JALORE,JALORE,
5356,JALORE,JALORE,NOON,OBC,DHAN KANWAR,FEMALE,OBC,noon,JALORE,JALORE,
5357,JALORE,JALORE,ODWADA,OBC W,POONI DEVI,FEMALE,OBC,odvada,JALORE,JALORE,
5358,JALORE,JALORE,OON,ST,KISTURA RAM,MALE,ST,oon,JALORE,JALORE,
5359,JALORE,JALORE,REWAL,GEN,LALSINGH RAJPUROHIT,MALE,GEN,revat,JALORE,JALORE,
5360,JALORE,JALORE,SAMATIPURA,ST W,JAMANA DEVI,FEMALE,ST,samtipura,JALORE,JALORE,
5361,JALORE,JALORE,SAMOOJA,GEN,KRISHANPAL SINGH,MALE,GEN,samuja,JALORE,JALORE,
5362,JALORE,JALORE,SANKARANA,OBC,SAWA RAM,MALE,OBC,sankarana,JALORE,JALORE,
5363,JALORE,JALORE,SANTHU,GEN W,MAPI KANWAR,FEMALE,GEN,santhu,JALORE,JALORE,
5364,JALORE,JALORE,SIVANA,OBC,SANTOSH BHARTI,MALE,OBC,sivana,JALORE,JALORE,
5365,JALORE,JALORE,SIYANA,SC,PADAMA RAM,MALE,SC,siyana,JALORE,JALORE,
5366,JALORE,JASWANTPURA,BASDADHANJI,GEN,BHOOR SINGH,MALE,GEN,bansdadhanji,JALORE,JASWANTPURA,
5367,JALORE,JASWANTPURA,BHARUDI,ST,TAGA RAM,MALE,ST,bharudi,JALORE,JASWANTPURA,
5368,JALORE,JASWANTPURA,BOOGOAN,SC,JABARA RAM,MALE,SC,bugaon,JALORE,JASWANTPURA,
5369,JALORE,JASWANTPURA,CHANDUR,GEN W,HOKI DEVI,FEMALE,GEN,chandur,JALORE,JASWANTPURA,
5370,JALORE,JASWANTPURA,DATLAWAS,GEN,DEEPA RAM,MALE,GEN,dantlawas,JALORE,JASWANTPURA,
5371,JALORE,JASWANTPURA,DHANSA,GEN W,LILA,FEMALE,GEN,dhansa,JALORE,JASWANTPURA,
5372,JALORE,JASWANTPURA,DORDA,GEN,DOLAT SINGH,MALE,GEN,dorda,JALORE,JASWANTPURA,
5373,JALORE,JASWANTPURA,GAJAPURA,ST,KESA RAM,MALE,ST,gejapura,JALORE,JASWANTPURA,
5374,JALORE,JASWANTPURA,GAJIPURA,GEN W,SITA,FEMALE,GEN,gajipura,JALORE,JASWANTPURA,
5375,JALORE,JASWANTPURA,JASWANTPURA,SC W,DELI DEVI,FEMALE,SC,jaswantpura,JALORE,JASWANTPURA,
5376,JALORE,JASWANTPURA,JODWADA,GEN,MAL SINGH,MALE,GEN,jodvada,JALORE,JASWANTPURA,
5377,JALORE,JASWANTPURA,KALAPURA,GEN,DOLAT SINGH,MALE,GEN,kalapura,JALORE,JASWANTPURA,
5378,JALORE,JASWANTPURA,KHANPUR,GEN,PARU DEVI,FEMALE,OBC,khanpur,JALORE,JASWANTPURA,
5379,JALORE,JASWANTPURA,MANDOLI,GEN,CHAINA RAM,MALE,OBC,mandoli,JALORE,JASWANTPURA,
5380,JALORE,JASWANTPURA,MODRA,GEN W,ANOP KANWAR,FEMALE,GEN,modra,JALORE,JASWANTPURA,
5381,JALORE,JASWANTPURA,MUDATRASILLI,SC W,SHANTI DEVI,FEMALE,SC,mudtrasili,JALORE,JASWANTPURA,
5382,JALORE,JASWANTPURA,PAWALI,SC,RANCHHODA RAM,MALE,SC,pawali,JALORE,JASWANTPURA,
5383,JALORE,JASWANTPURA,PENSERI,ST W,PARU,FEMALE,ST,panseri,JALORE,JASWANTPURA,
