Candidate,Party Name ,Ward Number,Constituency Name,Votes Polled,Election Outcome,Reservation Status,Real Assets,Real Liabilities,Asset Error,My Neta Criminal Cases,Ward Number,Direction,Age,Marital Status,Dependents,Other Dependents,PAN ,Returns Filed,Spouse PAN,Spouse Returns Filed,Pending Criminal Cases(Affidavit),Convictions,Spouse Assets,Occupation,Spouse Occupation,EDUCATION,Number of  Voters,Votes Polled ,percentage polled,percent of Votes Polled,percent  of Total Votes,
Ravinder,INLD,174,Chhatarpur (G),2719,Lost,,,,,,,,,,,,,,,,,,,,,,,,,17.55,8.05,
Jagat Singh,IND,174,Chhatarpur (G),2664,Lost,,,,,,,,,,,,,,,,,,,,,,,,,17.2,7.89,
Rati Ram,BSP,174,Chhatarpur (G),1295,Lost,,,,,,,,,,,,,,,,,,,,,,,,,8.36,3.84,
Shashi Kant Dixit,INC,174,Chhatarpur (G),841,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.43,2.49,
Jagish Singh Lohia,IND,174,Chhatarpur (G),557,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.6,1.65,
Mahmood,RJD,174,Chhatarpur (G),104,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.31,
Arun Tyagi,IND,174,Chhatarpur (G),79,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.23,
Chaman,BJP,175,Aya Nagar (W),4571,Winner,Women,,,,,,,,,,,,,,,,,,,,,27140,14447,53.23,31.64,16.84,
Anita,INC,175,Aya Nagar (W),3690,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,25.54,13.6,
Sunder,BSP,175,Aya Nagar (W),3339,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,23.11,12.3,
Suman,IND,175,Aya Nagar (W),2326,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,16.1,8.57,
Geeta,LJP,175,Aya Nagar (W),341,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.36,1.26,
Lakmiri,IND,175,Aya Nagar (W),103,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.38,
Radhika Dogra,IND,175,Aya Nagar (W),77,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.28,
Kartar Singh,BJP,176,Bhati (G),5112,Winner,,,,,,,,,,,,,,,,,,,,,,27585,16979,61.55,30.11,18.53,
Rajender Singh Tanwar,INC,176,Bhati (G),4424,Lost,,,,,,,,,,,,,,,,,,,,,,,,,26.06,16.04,
Tarun Tanwar,IND,176,Bhati (G),3022,Lost,,,,,,,,,,,,,,,,,,,,,,,,,17.8,10.96,
Dhara Singh,NCP,176,Bhati (G),1759,Lost,,,,,,,,,,,,,,,,,,,,,,,,,10.36,6.38,
Bijender,BSP,176,Bhati (G),1085,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.39,3.93,
Aslam Khan,SP,176,Bhati (G),905,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.33,3.28,
Prem Kumar,INLD,176,Bhati (G),194,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.7,
Noor Mohd.,CPI,176,Bhati (G),180,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.65,
Vijender,IND,176,Bhati (G),127,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.46,
Gajay Pal,IND,176,Bhati (G),52,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.19,
Sat Pal Singh Tanwar,IND,176,Bhati (G),51,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.18,
Kiran Singh,IND,176,Bhati (G),38,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.14,
Ashok Kumar,LJP,176,Bhati (G),30,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.11,
Mool Chand Sharma,BJP,177,Sangam Vihar (G),4499,Winner,,,,,,,,,,,,,,,,,,,,,,42620,15972,37.48,28.17,10.56,
Shashi Kant,INC,177,Sangam Vihar (G),2977,Lost,,,,,,,,,,,,,,,,,,,,,,,,,18.64,6.98,
Safiq Ahmed,IND,177,Sangam Vihar (G),2460,Lost,,,,,,,,,,,,,,,,,,,,,,,,,15.4,5.77,
Jarif Ahmad,BSP,177,Sangam Vihar (G),1717,Lost,,,,,,,,,,,,,,,,,,,,,,,,,10.75,4.03,
Manoj Kumar,IND,177,Sangam Vihar (G),1415,Lost,,,,,,,,,,,,,,,,,,,,,,,,,8.86,3.32,
Mahabir Singh,IND,177,Sangam Vihar (G),1032,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.46,2.42,
Mohd. Abrar,NCP,177,Sangam Vihar (G),954,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.97,2.24,
Vinod,SP,177,Sangam Vihar (G),307,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.72,
Kamlesh,IND,177,Sangam Vihar (G),171,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.4,
Rambir Singh,IND,177,Sangam Vihar (G),164,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.38,
Dushyant  Singh,INLD,177,Sangam Vihar (G),107,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.25,
Upendra Mishra,IND,177,Sangam Vihar (G),92,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.22,
Geetam Singh Gautam,IND,177,Sangam Vihar (G),77,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.18,
Kamlesh Gupta,IND,178,Deoli (W),7653,Winner,Women,,,,,,,,,,,,,,,,,,,,,42540,18270,42.95,41.89,17.99,
Joyti Dahiya,BJP,178,Deoli (W),6041,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,33.07,14.2,
Santosh,INC,178,Deoli (W),2555,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,13.98,6.01,
Shreshtha,BSP,178,Deoli (W),1718,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,9.4,4.04,
Santosh,IND,178,Deoli (W),168,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.39,
Gulshan Jahan,NCP,178,Deoli (W),135,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.32,
Rashmi Gangawal,INC,179,Tigri (SCW),4501,Winner,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,29398,11799,40.14,38.15,15.31,
Dolly Bai,BJP,179,Tigri (SCW),3475,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,29.45,11.82,
Shakuntala,LJP,179,Tigri (SCW),1769,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,14.99,6.02,
Maya,BSP,179,Tigri (SCW),1151,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,9.76,3.92,
Rekha,NCP,179,Tigri (SCW),903,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,7.65,3.07,
Pramod Kumar,INC,180,Dakshin Puri Ext. (SC),4979,Winner,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,35707,16174,45.3,30.78,13.94,
R. N. Khana,BJP,180,Dakshin Puri Ext. (SC),3817,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,23.6,10.69,
Sewa Dass,BSP,180,Dakshin Puri Ext. (SC),3529,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,21.82,9.88,
Ramesh Paharia,INLD,180,Dakshin Puri Ext. (SC),3423,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,21.16,9.59,
Parveen,IND,180,Dakshin Puri Ext. (SC),192,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.54,
B. L. Jasmera,NCP,180,Dakshin Puri Ext. (SC),140,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.39,
Raju Malhotra,IND,180,Dakshin Puri Ext. (SC),94,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.26,
Satendra Prakash,BJP,181,Khanpur (G),5748,Winner,,,,,,,,,,,,,,,,,,,,,,40226,14362,35.7,40.02,14.29,
Harish Kumar,INC,181,Khanpur (G),2627,Lost,,,,,,,,,,,,,,,,,,,,,,,,,18.29,6.53,
Parveen Kumar,IND,181,Khanpur (G),1949,Lost,,,,,,,,,,,,,,,,,,,,,,,,,13.57,4.85,
Pravin Bansal,IND,181,Khanpur (G),1480,Lost,,,,,,,,,,,,,,,,,,,,,,,,,10.3,3.68,
Ajit,BSP,181,Khanpur (G),1188,Lost,,,,,,,,,,,,,,,,,,,,,,,,,8.27,2.95,
Tarun,IND,181,Khanpur (G),485,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.38,1.21,
A.P. Sharma,IND,181,Khanpur (G),308,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.77,
Usha Sharma,INLD,181,Khanpur (G),155,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.39,
Balbir Singh,IND,181,Khanpur (G),136,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.34,
Ramesh Rawat,IND,181,Khanpur (G),130,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.32,
Dalip Kumar,IND,181,Khanpur (G),99,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.25,
Robin,IND,181,Khanpur (G),57,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.14,
Bina Thakuriya,INC,182,Ambedkar Nagar (SCW),6124,Winner,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,32634,13849,42.44,44.22,18.77,
Sudha Rani,BJP,182,Ambedkar Nagar (SCW),4436,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,32.03,13.59,
Bhagwati Devi,IND,182,Ambedkar Nagar (SCW),1877,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,13.55,5.75,
Bhuri Devi,BSP,182,Ambedkar Nagar (SCW),1161,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,8.38,3.56,
Rajbala Gautam,LJP,182,Ambedkar Nagar (SCW),251,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,1.81,0.77,
Panna Lal Khairwal,INC,183,Madangir (SC),4921,Winner,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,34324,14835,43.22,33.17,14.34,
Prahlad Kumar,BSP,183,Madangir (SC),4877,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,32.87,14.21,
Dilip,BJP,183,Madangir (SC),3710,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,25.01,10.81,
Naveen Kumar,IND,183,Madangir (SC),978,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,6.59,2.85,
Davender Nath,IND,183,Madangir (SC),349,Lost,Scheduled Caste,,,,,,,,,,,,,,,,,,,,,,,,2.35,1.02,
M. Nagrajan,BJP,184,Pushp Vihar (G),2976,Winner,,,,,,,,,,,,,,,,,,,,,,29391,7044,23.97,42.25,10.13,Harnidh
Rohit  Manchanda,INC,184,Pushp Vihar (G),2908,Lost,,,,,,,,,,,,,,,,,,,,,,,,,41.28,9.89,
Sudhir Kumar,BSP,184,Pushp Vihar (G),451,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.4,1.53,
Pratap Singh,LJP,184,Pushp Vihar (G),431,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.12,1.47,
Jagdish Gupta,NCP,184,Pushp Vihar (G),278,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.95,
Poonam,BJP,185,Tughlakabad Extn. (W),4658,Winner,Women,,,,,,,,,,,,,,,,,,,,,28052,11205,39.94,41.57,16.6,
Babli,INC,185,Tughlakabad Extn. (W),4421,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,39.46,15.76,
Ayasha Siddqui,IND,185,Tughlakabad Extn. (W),1482,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,13.23,5.28,
Pardumun Patalia,BSP,185,Tughlakabad Extn. (W),429,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.83,1.53,
Parmita Bajaj,IND,185,Tughlakabad Extn. (W),145,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.29,0.52,
Pushpa,IND,185,Tughlakabad Extn. (W),40,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.14,
Prem Kaur,IND,185,Tughlakabad Extn. (W),30,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.11,
Azad,INC,186,Sangam Vihar (West) (G),3240,Winner,,,,,,,,,,,,,,,,,,,,,,26366,11076,42.01,29.25,12.29,
Kali Charan,BJP,186,Sangam Vihar (West) (G),2945,Lost,,,,,,,,,,,,,,,,,,,,,,,,,26.59,11.17,
Ranjit Singh,NCP,186,Sangam Vihar (West) (G),2002,Lost,,,,,,,,,,,,,,,,,,,,,,,,,18.08,7.59,
Kalpana  Jha,IND,186,Sangam Vihar (West) (G),1097,Lost,,,,,,,,,,,,,,,,,,,,,,,,,9.9,4.16,
Mahendra,BSP,186,Sangam Vihar (West) (G),732,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.61,2.78,
Maniram  Pandey,INLD,186,Sangam Vihar (West) (G),575,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.19,2.18,
Shameen,IND,186,Sangam Vihar (West) (G),193,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.74,0.73,
Baleshwar Sharma,IND,186,Sangam Vihar (West) (G),154,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.39,0.58,
Ram Shankar,IND,186,Sangam Vihar (West) (G),69,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.26,
Hosiyar,IND,186,Sangam Vihar (West) (G),54,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.2,
Vishal  Sinha,IND,186,Sangam Vihar (West) (G),15,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.06,
Vishan Swaroop,INC,187,Sangam Vihar (Central) (G),3252,Winner,,,,,,,,,,,,,,,,,,,,,,26701,10577,39.61,30.75,12.18,
Mahesh Kumar,BJP,187,Sangam Vihar (Central) (G),1950,Lost,,,,,,,,,,,,,,,,,,,,,,,,,18.44,7.3,
Kalpan Jha,IND,187,Sangam Vihar (Central) (G),1463,Lost,,,,,,,,,,,,,,,,,,,,,,,,,13.83,5.48,
Mem Pal,NCP,187,Sangam Vihar (Central) (G),1330,Lost,,,,,,,,,,,,,,,,,,,,,,,,,12.57,4.98,
Ajmeen,BSP,187,Sangam Vihar (Central) (G),766,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7.24,2.87,
Amjad Khan,IND,187,Sangam Vihar (Central) (G),458,Lost,,,,,,,,,,,,,,,,,,,,,,,,,4.33,1.72,
Rajnish Ranjan Jha,SS,187,Sangam Vihar (Central) (G),231,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.18,0.87,
Shashi Kumari,IND,187,Sangam Vihar (Central) (G),230,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.86,
Hosiyar,IND,187,Sangam Vihar (Central) (G),189,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.79,0.71,
Nirmala,IND,187,Sangam Vihar (Central) (G),159,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.6,
Rajendra,IND,187,Sangam Vihar (Central) (G),155,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.47,0.58,
Jai Prakash,IND,187,Sangam Vihar (Central) (G),102,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.38,
Mosharaf  Ahmed,IND,187,Sangam Vihar (Central) (G),92,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.34,
Ram Lakhan Tripathi,IND,187,Sangam Vihar (Central) (G),75,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.28,
Rajiv Kumar,INLD,187,Sangam Vihar (Central) (G),42,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.16,
Tajibun Nisha,IND,187,Sangam Vihar (Central) (G),36,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.13,
Raj Kumar,IND,187,Sangam Vihar (Central) (G),24,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.09,
Baby,IND,187,Sangam Vihar (Central) (G),23,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.09,
Sarita Choudhary,BJP,188,Sangam Vihar (East) (W),3199,Winner,Women,,,,,,,,,,,,,,,,,,,,,23623,10030,42.46,31.89,13.54,
Jaya Gupta,SP,188,Sangam Vihar (East) (W),2869,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,28.6,12.14,
Santosh Sharma,INC,188,Sangam Vihar (East) (W),2064,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,20.58,8.74,
Anita Devi,IND,188,Sangam Vihar (East) (W),825,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,8.23,3.49,
Chanda Khatoon,BSP,188,Sangam Vihar (East) (W),621,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,6.19,2.63,
Santi Devi,NCP,188,Sangam Vihar (East) (W),331,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.3,1.4,
Kamlesh Sailani,IND,188,Sangam Vihar (East) (W),70,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.3,
Meenu Singh,IND,188,Sangam Vihar (East) (W),51,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.22,
Rakesh Kumar,BJP,189,Chirag Delhi (G),7891,Winner,,,,,,,,,,,,,,,,,,,,,,28718,11718,40.8,67.34,27.48,
Chetan Sharma,INC,189,Chirag Delhi (G),2680,Lost,,,,,,,,,,,,,,,,,,,,,,,,,22.87,9.33,
Parveen,IND,189,Chirag Delhi (G),684,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.84,2.38,
Asha Sahehrawat,SS,189,Chirag Delhi (G),463,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.95,1.61,
Dhir Singh Kasana,INC,190,Chitranjan Park (G),7132,Winner,,,,,,,,,,,,,,,,,,,,,,40065,15499,38.68,46.02,17.8,
Moon Moon  Roy,BJP,190,Chitranjan Park (G),6558,Lost,,,,,,,,,,,,,,,,,,,,,,,,,42.31,16.37,
Ram Kishore,INLD,190,Chitranjan Park (G),914,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.9,2.28,
Bijit Chakarborti,IND,190,Chitranjan Park (G),375,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.42,0.94,
Sanjeev  Bhati,IND,190,Chitranjan Park (G),321,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.07,0.8,
Krishanu Das,NCP,190,Chitranjan Park (G),131,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.33,
Satish,IND,190,Chitranjan Park (G),68,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.17,
Jaishree Panwar,INC,191,Shahpur Jat (W),5670,Winner,Women,,,,,,,,,,,,,,,,,,,,,41936,13690,32.64,41.42,13.52,
Seema,BJP,191,Shahpur Jat (W),4848,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,35.41,11.56,
Anita Chauhan,BSP,191,Shahpur Jat (W),2076,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,15.16,4.95,
Surender Devi,INLD,191,Shahpur Jat (W),688,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,5.03,1.64,
Ranu Minhas,IND,191,Shahpur Jat (W),408,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.98,0.97,
O.P. Sharda,BJP,192,Greater Kailash I (G),5753,Winner,,,,,,,,,,,,,,,,,,,,,,33074,9833,29.73,58.51,17.39,
Desh Raj Chaudhary,INC,192,Greater Kailash I (G),3316,Lost,,,,,,,,,,,,,,,,,,,,,,,,,33.72,10.03,
Gursharan Singh,IND,192,Greater Kailash I (G),518,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.27,1.57,
Rajendra Prasad,INLD,192,Greater Kailash I (G),246,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.74,
Dharambir Singh,BJP,193,Sri Niwaspuri (G),3851,Winner,,,,,,,,,,,,,,,,,,,,,,36007,11536,32.04,33.38,10.7,
Mahabir Singh,NCP,193,Sri Niwaspuri (G),2575,Lost,,,,,,,,,,,,,,,,,,,,,,,,,22.32,7.15,
Dinesh Kumar,INC,193,Sri Niwaspuri (G),2353,Lost,,,,,,,,,,,,,,,,,,,,,,,,,20.4,6.53,
Punit Sood,IND,193,Sri Niwaspuri (G),1154,Lost,,,,,,,,,,,,,,,,,,,,,,,,,10,3.2,
Suresh Chand Parihar,IND,193,Sri Niwaspuri (G),362,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.14,1.01,
Thakur Rajender Singh,IND,193,Sri Niwaspuri (G),342,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.96,0.95,
Desh Raj,INLD,193,Sri Niwaspuri (G),340,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.95,0.94,
Ikram,BSP,193,Sri Niwaspuri (G),301,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.61,0.84,
Shyam Kumar,IND,193,Sri Niwaspuri (G),212,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.84,0.59,
Navin Kumar,JD(U),193,Sri Niwaspuri (G),46,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.13,
Mahinder Narula,BJP,194,East of Kailash (W),5997,Winner,Women,,,,,,,,,,,,,,,,,,,,,28943,10765,37.19,55.71,20.72,
Onika Mehrotra,INC,194,East of Kailash (W),3769,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,35.01,13.02,
Kanta,NCP,194,East of Kailash (W),573,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,5.32,1.98,
Geeta Tyagi,IND,194,East of Kailash (W),227,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.78,
Manjoo  Bhatnagar,BSP,194,East of Kailash (W),199,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.69,
Rakesh Chander Issar,INC,195,Govindpuri (G),3705,Winner,,,,,,,,,,,,,,,,,,,,,,36188,16481,45.54,22.48,10.24,
Manjeet Singh,BJP,195,Govindpuri (G),3466,Lost,,,,,,,,,,,,,,,,,,,,,,,,,21.03,9.58,
Chander Prakash,IND,195,Govindpuri (G),2858,Lost,,,,,,,,,,,,,,,,,,,,,,,,,17.34,7.9,
Panna Lal Garg,IND,195,Govindpuri (G),2539,Lost,,,,,,,,,,,,,,,,,,,,,,,,,15.41,7.02,
Vijay Kumar,BSP,195,Govindpuri (G),2473,Lost,,,,,,,,,,,,,,,,,,,,,,,,,15.01,6.83,
Iqbal Ahmed,IND,195,Govindpuri (G),604,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.66,1.67,
Rajesh,IND,195,Govindpuri (G),179,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.49,
Gopal Singh,SS,195,Govindpuri (G),168,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.46,
Mohd.Alimuddin,IND,195,Govindpuri (G),151,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.42,
Brij Mohan,IND,195,Govindpuri (G),80,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.22,
Raman,IND,195,Govindpuri (G),67,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.19,
Ankit Arora,IND,195,Govindpuri (G),64,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.18,
Peetamber Singh,IND,195,Govindpuri (G),48,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.13,
Noor Bano,LJP,195,Govindpuri (G),37,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.1,
Arjun Singh,IND,195,Govindpuri (G),23,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.06,
Bheshdhari,IND,195,Govindpuri (G),19,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.05,
Khavinder Singh Captain,INC,196,Kalkaji (G),6542,Winner,,,,,,,,,,,,,,,,,,,,,,37875,16249,42.9,40.26,17.27,
Kashmere Lal Dhingra,BJP,196,Kalkaji (G),3474,Lost,,,,,,,,,,,,,,,,,,,,,,,,,21.38,9.17,
P.N. Singh,IND,196,Kalkaji (G),3112,Lost,,,,,,,,,,,,,,,,,,,,,,,,,19.15,8.22,
Sovinder Singh,IND,196,Kalkaji (G),1153,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7.1,3.04,
Anil,BSP,196,Kalkaji (G),829,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.1,2.19,
Sanjay Gautam,IND,196,Kalkaji (G),231,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.42,0.61,
Boby Gupta,SP,196,Kalkaji (G),177,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.47,
K. Durai,PMK,196,Kalkaji (G),147,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.39,
Asha  Bhagat,IND,196,Kalkaji (G),122,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.32,
Chander Shekhar Mishra,LJP,196,Kalkaji (G),108,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.29,
Sarvan Kumar,NCP,196,Kalkaji (G),107,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.28,
Gulshan Kumar,IND,196,Kalkaji (G),88,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.23,
Rajeev Duggal,IND,196,Kalkaji (G),40,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.11,
Vijender Kumar,IND,196,Kalkaji (G),36,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.1,
Vinod Sharma,IND,196,Kalkaji (G),32,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.08,
Anil Sehgal,IND,196,Kalkaji (G),26,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.07,
Rajkumar,IND,196,Kalkaji (G),17,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.04,
A Hafiz Ahmad,IND,196,Kalkaji (G),8,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,
Bimlesh,BJP,197,Tughlakabad (W),5637,Winner,Women,,,,,,,,,,,,,,,,,,,,,24083,10071,41.82,55.97,23.41,Harnidh
Anju,INC,197,Tughlakabad (W),3060,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,30.38,12.71,
Sudesh,BSP,197,Tughlakabad (W),1026,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,10.19,4.26,
Santosh Kumari,IND,197,Tughlakabad (W),348,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.46,1.45,
Raj Pal,BJP,198,Pul Pehlad Pur (G),4470,Winner,,,,,,,,,,,,,,,,,,,,,,30109,13313,44.22,33.58,14.85,
Sunder Lal,IND,198,Pul Pehlad Pur (G),2223,Lost,,,,,,,,,,,,,,,,,,,,,,,,,16.7,7.38,
Ragubeer,BSP,198,Pul Pehlad Pur (G),2176,Lost,,,,,,,,,,,,,,,,,,,,,,,,,16.34,7.23,
Suneet Kumar Madhur,INC,198,Pul Pehlad Pur (G),1241,Lost,,,,,,,,,,,,,,,,,,,,,,,,,9.32,4.12,
