Candidate,Constituency Name,Ward Number,Party,Valid Votes Polled,Election Outcome,Total Valid Votes,Total Voters,Direction,Reservation Status,Real Assets,Real Liabilities,Asset Error,Age,Marital Status,Dependents,Other Dependents,PAN ,Returns Filed,Spouse PAN,Spouse Returns Filed,Pending Criminal Cases(Affidavit),Convictions,Spouse Assets,Occupation,Spouse Occupation,Votes Polled(Old Data),EDUCATION
Atar Singh,SABOLI,54-E,BAHUJAN SAMAJ PARTY,5741,Lost,,,E,SC,17151250,0,,,,,,,,,,,,,,,5741,8th Pass
Rajni Pandey,NEW ASHOK NAGAR,4-E,BHARATIYA JANATA PARTY,10649,Winner,27879,49298,E,Women,2072667,0,Correct,39,married,1,0,yes,yes,yes,no,0,0,1827000,tuition center,social worker,10649,12th Pass
Satish Kumar,SABOLI,54-E,AAM AADMI PARTY,4543,Lost,,,E,SC,27213130,270000,,,,,,,,,,,,,,,,Graduate Professional
NOTA,SABOLI,54-E,,166,,,,E,SC,,,,,,,,,,,,,,,,,,
Meena,MANGOLPURI-A,54-N,SHIV SENA,127,Lost,,,N,SCW,81184,0,,,,,,,,,,,,,,,,Graduate
Seema,MANGOLPURI-A,54-N,INDIAN NATIONAL CONGRESS,5741,Lost,,,N,SCW,784182,72530,,,,,,,,,,,,,,,,12th Pass
Mamta,MANGOLPURI-A,54-N,INDEPENDENT,315,Lost,,,N,SCW,1218296,18500,,,,,,,,,,,,,,,,5th Pass
Mithlesh,MANGOLPURI-A,54-N,INDEPENDENT,133,Lost,,,N,SCW,2016991,0,,,,,,,,,,,,,,,,12th Pass
Neeta Rukhad,MANGOLPURI-A,54-N,BHARATIYA JANATA PARTY,9559,Lost,,,N,SCW,2342000,0,,,,,,,,,,,,,,,9559,Graduate
Sunita,MANGOLPURI-A,54-N,BAHUJAN SAMAJ PARTY,2139,Lost,,,N,SCW,3672000,110000,,,,,,,,,,,,,,,,Illiterate
Hemlata,MANGOLPURI-A,54-N,"ALL INDIA FORWARD
BLOC",804,Lost,,,N,SCW,8210129,0,,,,,,,,,,,,,,,,5th Pass
Mohini,NEW SEEMAPURI,34-E,AAM AADMI PARTY,9380,Winner,28446,46183,E,Women,16705013,1328529,Correct,,married,3,0,scan unavailable,scan unavailable,scan unavailable,scan unavailable,0,0,1648116,social worker,professional - government,9380,12th Pass
NOTA,MANGOLPURI-A,54-N,,248,,,,N,SCW,,,,,,,,,,,,,,,,,,
Poonam Rani,PALAM,54-S,INDEPENDENT,127,Lost,,,S,General,200350,0,,,,,,,,,,,,,,,,12th Pass
Vishnu Sharma,PALAM,54-S,AAM AADMI PARTY,9113,Lost,,,S,General,1709927,0,,,,,,,,,,,,,,,9113,Others
Rajender Singh,PALAM,54-S,INDEPENDENT,40,Lost,,,S,General,3964733,947000,,,,,,,,,,,,,,,,10th Pass
Upasna Sehrawat,PALAM,54-S,INDEPENDENT,490,Lost,,,S,General,4129071,0,,,,,,,,,,,,,,,,12th Pass
Parvinder Kumar,PALAM,54-S,INDIAN NATIONAL LOK DAL,891,Lost,,,S,General,5489087,0,,,,,,,,,,,,,,,,8th Pass
Shivangi Pandey,NIHAL VIHAR,51-N,BHARATIYA JANATA PARTY,11615,Winner,30195,60209,N,Women,2499407,1000000,Correct,28,married,1,0,yes,yes,yes,yes,0,0,1995138,social worker,business,11615,Post Graduate
Naveen Kumar Solanki,PALAM,54-S,BAHUJAN SAMAJ PARTY,301,Lost,,,S,General,11874500,50000,,,,,,,,,,,,,,,,12th Pass
Surender Solanki,PALAM,54-S,INDIAN NATIONAL CONGRESS,2638,Lost,,,S,General,34983198,0,,,,,,,,,,,,,,,,12th Pass
NOTA,PALAM,54-S,,156,,,,S,General,,,,,,,,,,,,,,,,,,
Sunita,HARSH VIHAR,55-E,INDEPENDENT,193,Lost,,,E,SCW,1140000,0,,,,,,,,,,,,,,,,10th Pass
"PUSHPA
KUMARI",HARSH VIHAR,55-E,BAHUJAN SAMAJ PARTY,6322,Lost,,,E,SCW,9270044,0,,,,,,,,,,,,,,,,8th Pass
"POONAM
NIRMAL",HARSH VIHAR,55-E,AAM AADMI PARTY,8127,Lost,,,E,SCW,11379250,4025771,,,,,,,,,,,,,,,,10th Pass
Saroj Kumari,HARSH VIHAR,55-E,INDEPENDENT,254,Lost,,,E,SCW,12222000,0,,,,,,,,,,,,,,,,12th Pass
Babina Shokeen,NILOTHI,38-N,AAM AADMI PARTY,5388,Winner,18401,36836,N,Women,18407916,0,Correct,34,married,1,0,yes,yes,yes,yes,0,0,16361672,social worker,social worker,5388,5th Pass
Sudesh,HARSH VIHAR,55-E,INDIAN NATIONAL CONGRESS,8867,Lost,,,E,SCW,52395068,8081396,,,,,,,,,,,,,,,8867,8th Pass
NOTA,HARSH VIHAR,55-E,,229,,,,E,SCW,,,,,,,,,,,,,,,,,,
Poonam,MANGOLPURI-B,55-N,INDEPENDENT,275,Lost,,,N,SC,64000,0,,,,,,,,,,,,,,,,Post Graduate
Nitin Kumar,MANGOLPURI-B,55-N,INDEPENDENT,95,Lost,,,N,SC,69400,48000,,,,,,,,,,,,,,,,12th Pass
Virender,MANGOLPURI-B,55-N,INDEPENDENT,566,Lost,,,N,SC,416267,0,,,,,,,,,,,,,,,,8th Pass
Krishan Kumar,MANGOLPURI-B,55-N,INDEPENDENT,25,Lost,,,N,SC,420000,0,,,,,,,,,,,,,,,,12th Pass
Sanjay Kumar,MANGOLPURI-B,55-N,INDEPENDENT,250,Lost,,,N,SC,463500,0,,,,,,,,,,,,,,,,12th Pass
Virender Roy,MANGOLPURI-B,55-N,INDEPENDENT,2069,Lost,,,N,SC,475507,0,,,,,,,,,,,,,,,,10th Pass
Rakesh Kumar,MANGOLPURI-B,55-N,SHIV SENA,430,Lost,,,N,SC,632081,7647,,,,,,,,,,,,,,,,8th Pass
Tara Chand,MANGOLPURI-B,55-N,AAM AADMI PARTY,6288,Lost,,,N,SC,691872,36000,,,,,,,,,,,,,,,,12th Pass
Hira Lal,MANGOLPURI-B,55-N,INDEPENDENT,1008,Lost,,,N,SC,1106950,0,,,,,,,,,,,,,,,,10th Pass
Jageshwar Prasad,MANGOLPURI-B,55-N,"ALL INDIA FORWARD
BLOC",135,Lost,,,N,SC,2058872,0,,,,,,,,,,,,,,,,Others
Murari Lal,MANGOLPURI-B,55-N,BAHUJAN SAMAJ PARTY,2335,Lost,,,N,SC,9229715,0,,,,,,,,,,,,,,,,5th Pass
Vijay Kumar,MANGOLPURI-B,55-N,BHARATIYA JANATA PARTY,6537,Lost,,,N,SC,10565833,0,,,,,,,,,,,,,,,6537,12th Pass
Neetu,NIMRI COLONY,74-N,AAM AADMI PARTY,8426,Winner,25483,42946,N,SCW,179331,0,Error -Fixed,32,married,1,0,yes,no,yes,no,0,0,43431,social Worker,business,8426,Graduate
NOTA,MANGOLPURI-B,55-N,,193,,,,N,SC,,,,,,,,,,,,,,,,,,
Ariti Goswami,DARYAGANJ,55-S,INDEPENDENT,67,Lost,,,S,Women,631375,0,,,,,,,,,,,,,,,,12th Pass
Shivali,DARYAGANJ,55-S,BAHUJAN SAMAJ PARTY,390,Lost,,,S,Women,1166700,0,,,,,,,,,,,,,,,,12th Pass
Sona Choudhry,NITHARI,40-N,BHARATIYA JANATA PARTY,10390,Winner,10390,52135,N,Women,5376825,0,Correct,42,married,3,0,yes,no,yes,no,0,0,515325,housewife,self-Employed,10390,10th Pass
Rekha Vohra Bhalla,DARYAGANJ,55-S,INDEPENDENT,113,Lost,,,S,Women,65111000,0,,,,,,,,,,,,,,,,Post Graduate
Meeta Bhambhry,DARYAGANJ,55-S,BHARATIYA JANATA PARTY,7500,Lost,,,S,Women,68444636,22800000,,,,,,,,,,,,,,,7500,12th Pass
Sadhna Kumari,DARYAGANJ,55-S,AAM AADMI PARTY,6334,Lost,,,S,Women,84219433,3150530,,,,,,,,,,,,,,,,8th Pass
NOTA,DARYAGANJ,55-S,,156,,,,S,Women,,,,,,,,,,,,,,,,,,
Kimi,SHIV VIHAR,56-E,AAM AADMI PARTY,5138,Lost,,,E,Women,260000,0,,,,,,,,,,,,,,,,Graduate
Rubi Singh,SHIV VIHAR,56-E,INDEPENDENT,925,Lost,,,E,Women,790305,0,,,,,,,,,,,,,,,,Graduate
Sonam,SHIV VIHAR,56-E,INDEPENDENT,186,Lost,,,E,Women,1466797,0,,,,,,,,,,,,,,,,8th Pass
Poonam,SHIV VIHAR,56-E,"LOK JAN SHAKTI
PARTY",571,Lost,,,E,Women,3726089,0,,,,,,,,,,,,,,,,Illiterate
Anju Devi,SHIV VIHAR,56-E,BAHUJAN SAMAJ PARTY,3142,Lost,,,E,Women,4447700,0,,,,,,,,,,,,,,,,Illiterate
Pavitra,SHIV VIHAR,56-E,INDEPENDENT,70,Lost,,,E,Women,5473735,0,,,,,,,,,,,,,,,,12th Pass
Saroj Baghel,SHIV VIHAR,56-E,INDIAN NATIONAL CONGRESS,7295,Lost,,,E,Women,7422796,0,,,,,,,,,,,,,,,7295,Literate
Rekha Chaudhary,SHIV VIHAR,56-E,INDEPENDENT,206,Lost,,,E,Women,8800000,30000,,,,,,,,,,,,,,,,10th Pass
Asha Bansal,SHIV VIHAR,56-E,INDEPENDENT,4918,Lost,,,E,Women,9359878,0,,,,,,,,,,,,,,,,12th Pass
Birendri Awana,OM VIHAR,99-S,BHARATIYA JANATA PARTY,9639,Winner,27556,52449,S,Women,101421517,3112244,correct,51,married,,,yes,yes,yes,yes,0,0,6605311,housewife,real estate,9639,5th Pass
NOTA,SHIV VIHAR,56-E,,191,,,,E,Women,,,,,,,,,,,,,,,,,,
Ranjana,MANGOLPURI-C,56-N,"COMMUNIST
PARTY OF INDIA",294,Lost,,,N,SCW,110218,0,,,,,,,,,,,,,,,,10th Pass
Shashi,MANGOLPURI-C,56-N,BAHUJAN SAMAJ PARTY,1786,Lost,,,N,SCW,221768,0,,,,,,,,,,,,,,,,Post Graduate
Rekha,MANGOLPURI-C,56-N,INDEPENDENT,377,Lost,,,N,SCW,365390,0,,,,,,,,,,,,,,,,10th Pass
Priyanka Gautam,MANGOLPURI-C,56-N,BHARATIYA JANATA PARTY,5781,Lost,,,N,SCW,3843048,700000,,,,,,,,,,,,,,,,Graduate Professional
Munni Devi,MANGOLPURI-C,56-N,AAM AADMI PARTY,6109,Lost,,,N,SCW,7745673,0,,,,,,,,,,,,,,,6109,Illiterate
Babita Bharija,PAHAR GANJ,93-N,BHARATIYA JANATA PARTY,11370,Winner,30293,56536,N,Women,20349706,300000,Correct,47,married,na,na,yes,yes,yes,yes,0,0,476900,housewife,business,11370,8th Pass
NOTA,MANGOLPURI-C,56-N,,202,,,,N,SCW,,,,,,,,,,,,,,,,,,
Deepa,SIDHARTH NAGAR,56-S,INDEPENDENT,190,Lost,,,S,SCW,145376,0,,,,,,,,,,,,,,,,8th Pass
Babita,SIDHARTH NAGAR,56-S,AAM AADMI PARTY,6039,Lost,,,S,SCW,462829,0,,,,,,,,,,,,,,,,Graduate
Jaggo Rani,SIDHARTH NAGAR,56-S,"NATIONALIST CONGRESS
PARTY",267,Lost,,,S,SCW,791700,0,,,,,,,,,,,,,,,,10th Pass
Manju,SIDHARTH NAGAR,56-S,BAHUJAN SAMAJ PARTY,1145,Lost,,,S,SCW,2266000,0,,,,,,,,,,,,,,,,5th Pass
Aman Kumar,PALAM,54-S,BHARATIYA JANATA PARTY,9629,Winner,23385,47306,S,General,11685217,0,Correct,50,married,2,0,yes,no,yes,no,0,0,507173,document writer,housewife,9629,12th Pass
Vinita,SIDHARTH NAGAR,56-S,BHARATIYA JANATA PARTY,7717,Lost,,,S,SCW,10315755,0,,,,,,,,,,,,,,,7717,Graduate
Shashi,SIDHARTH NAGAR,56-S,INDEPENDENT,751,Lost,,,S,SCW,187152859,0,,,,,,,,,,,,,,,,12th Pass
NOTA,SIDHARTH NAGAR,56-S,,180,,,,S,SCW,,,,,,,,,,,,,,,,,,
Navneet Chaturvedi,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,155,Lost,,,E,General,291000,0,,,,,,,,,,,,,,,,Post Graduate
Jay Pal Singh,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,1190,Lost,,,E,General,507000,0,,,,,,,,,,,,,,,,12th Pass
Amit,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,75,Lost,,,E,General,1596378,0,,,,,,,,,,,,,,,,10th Pass
Udham Singh,KARAWAL NAGAR-EAST,57-E,AAM AADMI PARTY,5157,Lost,,,E,General,2231252,18000,,,,,,,,,,,,,,,,12th Pass
Shakuntla Devi,KARAWAL NAGAR-EAST,57-E,"LOK JAN
SHAKTI PARTY",109,Lost,,,E,General,3143738,0,,,,,,,,,,,,,,,,Illiterate
Ramvir Singh,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,3357,Lost,,,E,General,3258000,119531,,,,,,,,,,,,,,,,Graduate
Sanjiv Sharma,KARAWAL NAGAR-EAST,57-E,BAHUJAN SAMAJ PARTY,2816,Lost,,,E,General,3548329,75934,,,,,,,,,,,,,,,,10th Pass
Ganesh Chand Pant,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,527,Lost,,,E,General,4638209,0,,,,,,,,,,,,,,,,10th Pass
Sudhir Kumar,KARAWAL NAGAR-EAST,57-E,JANATA DAL (UNITED),384,Lost,,,E,General,5022125,172623,,,,,,,,,,,,,,,,10th Pass
Neeru Chaudhary,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,1244,Lost,,,E,General,6993629,2413303,,,,,,,,,,,,,,,,Post Graduate
Darshana,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,955,Lost,,,E,General,8558268,530798,,,,,,,,,,,,,,,,Post Graduate
Pawan Kumar,KARAWAL NAGAR-EAST,57-E,SAMAJWADI PARTY,209,Lost,,,E,General,13129046,159471,,,,,,,,,,,,,,,,Post Graduate
Govind Aggarwal,PANDAV NAGAR,16-E,BHARATIYA JANATA PARTY,13401,Winner,31539,62679,E,General,10457337,612000,Correct,50,married,2,0,yes,yes,yes,yes,0,0,7702956,tax consultant,teacher - government,13401,Graduate
B C Vashisht,KARAWAL NAGAR-EAST,57-E,INDIAN NATIONAL CONGRESS,6477,Lost,,,E,General,57089697,3243269,,,,,,,,,,,,,,,6477,12th Pass
Ghanshyam,KARAWAL NAGAR-EAST,57-E,INDEPENDENT,210,Lost,,,E,General,78506151,24000,,,,,,,,,,,,,,,,Graduate
NOTA,KARAWAL NAGAR-EAST,57-E,,173,,,,E,General,,,,,,,,,,,,,,,,,,
Vineet Vohra,PASCHIM VIHAR,67-N,BHARATIYA JANATA PARTY,12549,Winner,26903,48097,N,General,93300827,1054595,Correct,44,married,1,1,yes,yes,yes,yes,0,0,10557438,business,professional,12549,Graduate
Abhinav Mishra,ROHINI-F,57-N,AAM AADMI PARTY,6310,Lost,,,N,General,500857,0,,,,,,,,,,,,,,,6310,Graduate Professional
Vikas Shokeen,ROHINI-F,57-N,INDIAN NATIONAL CONGRESS,5726,Lost,,,N,General,12376075,0,,,,,,,,,,,,,,,,12th Pass
NOTA,ROHINI-F,57-N,,246,,,,N,General,,,,,,,,,,,,,,,,,,
Balbir Singh,ROHINI-F,57-N,BAHUJAN SAMAJ PARTY,180,Lost,,,N,General,8342000,0,,,,,,,,,,,,,,,,Post Graduate
Jai Pratap,ROHINI-F,57-N,"COMMUNIST PARTY OF
INDIA",131,Lost,,,N,General,137823,0,,,,,,,,,,,,,,,,Literate
Gurvinder,ROHINI-F,57-N,INDEPENDENT,111,Lost,,,N,General,2926519,487468,,,,,,,,,,,,,,,,Post Graduate
Dinesh Kumar Giri,ROHINI-F,57-N,INDEPENDENT,67,Lost,,,N,General,11103,0,,,,,,,,,,,,,,,,Illiterate
Ram Bilash,ROHINI-F,57-N,"COMMUNIST PARTY OF INDIA
(MARXIST)",61,Lost,,,N,General,71103,0,,,,,,,,,,,,,,,,Illiterate
RAJESH NAMA BANSIWALA,ROHINI-F,57-N,INDEPENDENT,4400,Lost,,,N,General,,,,,,,,,,,,,,,,,,
Bipin Bihari Singh,PATPAR GANJ,12-E,BHARATIYA JANATA PARTY,11312,Winner,25957,50507,E,General,68241952,15015287,Correct,,scan not available,scan not available,scan not available,scan not available,scan not available,scan not available,scan not available,scan not available,scan not available,scan not available,business,business,11312,Graduate
Sachin Shah,LAJPAT NAGAR,57-S,AAM AADMI PARTY,4821,Lost,,,S,General,4913514,1752222,,,,,,,,,,,,,,,4821,Graduate
Subash Malhotra,LAJPAT NAGAR,57-S,INDIAN NATIONAL CONGRESS,4246,Lost,,,S,General,33786821,6700782,,,,,,,,,,,,,,,,12th Pass
Gourav Bhardwaj,LAJPAT NAGAR,57-S,INDEPENDENT,509,Lost,,,S,General,102221,0,,,,,,,,,,,,,,,,Graduate
Rajneesh Vats,LAJPAT NAGAR,57-S,INDEPENDENT,274,Lost,,,S,General,3092444,0,,,,,,,,,,,,,,,,Post Graduate
Aruna,LAJPAT NAGAR,57-S,JANATA DAL (UNITED),133,Lost,,,S,General,1418846,200000,,,,,,,,,,,,,,,,Graduate
NOTA,LAJPAT NAGAR,57-S,,128,,,,S,General,,,,,,,,,,,,,,,,,,
Vijay Malhotara,LAJPAT NAGAR,57-S,INDEPENDENT,74,Lost,,,S,General,5531444,16400,,,,,,,,,,,,,,,,8th Pass
TARANDEEP SINGH,LAJPAT NAGAR,57-S,SHIV SENA,1236,Lost,,,S,General,,,,,,,,,,,,,,,,,,
Sabra Malik,MUSTAFABAD,58-E,BHARATIYA JANATA PARTY,7187,Lost,,,E,Women,3350074,0,,,,,,,,,,,,,,,,5th Pass
Neetu,MUSTAFABAD,58-E,INDEPENDENT,883,Lost,,,E,Women,4510920,200000,,,,,,,,,,,,,,,,Graduate
Vinay Rawat,PEERA GARHI,50-N,BHARATIYA JANATA PARTY,13119,Winner,26346,56880,N,General,320191994,11145918,Correct,49,married,3,0,yes,yes,yes,yes,0,0,116805610,business,business,13119,8th Pass
"SHAKILA
BEGUM",MUSTAFABAD,58-E,AAM AADMI PARTY,10332,Lost,,,E,Women,24201129,0,,,,,,,,,,,,,,,10332,5th Pass
NOTA,MUSTAFABAD,58-E,,201,,,,E,Women,,,,,,,,,,,,,,,,,,
Rachita Sharma Gaba,ROHINI-G,58-N,INDEPENDENT,578,Lost,,,N,Women,2357238,500000,,,,,,,,,,,,,,,,Post Graduate
Deepanshi Bansal,ROHINI-G,58-N,AAM AADMI PARTY,4759,Lost,,,N,Women,2709648,0,,,,,,,,,,,,,,,5759,Post Graduate
Neetu Jain,ROHINI-G,58-N,INDIAN NATIONAL CONGRESS,1876,Lost,,,N,Women,5682536,54486,,,,,,,,,,,,,,,,12th Pass
Anju Jain,PITAMPURA,64-N,BHARATIYA JANATA PARTY,11778,Winner,22143,44771,N,Women,88714173,14700000,Correct,,married,na,na,yes,yes,yes,yes,1,0,28767396,,,11778,Graduate
NOTA,ROHINI-G,58-N,,224,,,,N,Women,,,,,,,,,,,,,,,,,,
Kaushlya,KASTURBA NAGAR,58-S,NATIONALIST CONGRESS PARTY,58,Lost,,,S,Women,105260,0,,,,,,,,,,,,,,,,Illiterate
Anju Bajaj,KASTURBA NAGAR,58-S,INDEPENDENT,84,Lost,,,S,Women,3547500,0,,,,,,,,,,,,,,,,Post Graduate
Sushma Sikka,KASTURBA NAGAR,58-S,INDIAN NATIONAL CONGRESS,3262,Lost,,,S,Women,5457387,550000,,,,,,,,,,,,,,,,Graduate Professional
Avneet Arora,KASTURBA NAGAR,58-S,AAM AADMI PARTY,3929,Lost,,,S,Women,8158447,810000,,,,,,,,,,,,,,,3929,Post Graduate
Anju Devi,POOTH KHURD,31-N,BHARATIYA JANATA PARTY,11272,Winner,24736,40670,N,Women,9851382,0,Error -Fixed,30,married,nil,0,yes,yes,yes,yes,0,0,8449100,housewife,social worker,11272,Graduate
Binda Devi,KASTURBA NAGAR,58-S,BAHUJAN SAMAJ PARTY,1987,Lost,,,S,Women,15775000,2000000,,,,,,,,,,,,,,,,Literate
Sheetal Kalsi,KASTURBA NAGAR,58-S,INDEPENDENT,1384,Lost,,,S,Women,246751000,56715000,,,,,,,,,,,,,,,,12th Pass
NOTA,KASTURBA NAGAR,58-S,,215,,,,S,Women,,,,,,,,,,,,,,,,,,
Hina Kausar,NEHRU VIHAR,59-E,SAMAJWADI PARTY,92,Lost,,,E,General,30000,0,,,,,,,,,,,,,,,,Graduate
"HARENDRA
KUMAR",NEHRU VIHAR,59-E,INDEPENDENT,104,Lost,,,E,General,71000,0,,,,,,,,,,,,,,,,12th Pass
Kedar Singh,NEHRU VIHAR,59-E,INDEPENDENT,16,Lost,,,E,General,125000,0,,,,,,,,,,,,,,,,10th Pass
"RAJ KUMAR
SHARMA",NEHRU VIHAR,59-E,INDEPENDENT,77,Lost,,,E,General,159000,0,,,,,,,,,,,,,,,,Graduate Professional
Ali Abbas,NEHRU VIHAR,59-E,INDEPENDENT,69,Lost,,,E,General,200000,0,,,,,,,,,,,,,,,,Literate
Mohd Mukarram,NEHRU VIHAR,59-E,"NATIONALIST CONGRESS
PARTY",913,Lost,,,E,General,279405,0,,,,,,,,,,,,,,,,12th Pass
Mohd. Shamshad,NEHRU VIHAR,59-E,INDEPENDENT,75,Lost,,,E,General,559945,0,,,,,,,,,,,,,,,,5th Pass
Nabi Alam,NEHRU VIHAR,59-E,BAHUJAN SAMAJ PARTY,255,Lost,,,E,General,2127872,0,,,,,,,,,,,,,,,,8th Pass
Fakhruddin,NEHRU VIHAR,59-E,"ALL INDIA MAJLIS­E­ ITTEHADUL
MUSLIMEEN",5965,Lost,,,E,General,2191752,0,,,,,,,,,,,,,,,,10th Pass
Naeema,NEHRU VIHAR,59-E,INDEPENDENT,47,Lost,,,E,General,2536500,0,,,,,,,,,,,,,,,,Illiterate
Arun Singh Bhati,NEHRU VIHAR,59-E,BHARATIYA JANATA PARTY,12821,Lost,,,E,General,8105632,0,,,,,,,,,,,,,,,18821,Graduate
Taj Mohammad,NEHRU VIHAR,59-E,INDIAN NATIONAL CONGRESS,7337,Lost,,,E,General,9728023,0,,,,,,,,,,,,,,,,8th Pass
Amarjit Singh,PRATAP NAGAR,11-S,BHARATIYA JANATA PARTY,10716,Winner,26639,51182,S,General,25350090,550000,Correct,55,Married,1,0,Yes,Yes,No,No,0,0,,Business,Housewife,10716,8th Pass
NOTA,NEHRU VIHAR,59-E,,115,,,,E,General,,,,,,,,,,,,,,,,,,
Sachin Kumar,ROHINI-H,59-N,INDEPENDENT,88,Lost,,,N,General,90000,0,,,,,,,,,,,,,,,,12th Pass
Ramesh Kumar Bansal,ROHINI-H,59-N,INDEPENDENT,1548,Lost,,,N,General,6625015,1594000,,,,,,,,,,,,,,,,10th Pass
Sanjay Singhal,ROHINI-H,59-N,INDEPENDENT,633,Lost,,,N,General,7349601,1268228,,,,,,,,,,,,,,,,12th Pass
Babita Khanna,PREET VIHAR,20-E,BHARATIYA JANATA PARTY,10776,Winner,22188,40944,E,Women,134150665,0,Correct,51,single,na,na,yes,yes,na,na,0,0,,social worker,na,10776,Graduate Professional
Rajesh Sehgal,ROHINI-H,59-N,INDEPENDENT,964,Lost,,,N,General,16929522,654730,,,,,,,,,,,,,,,,8th Pass
Manish Rai Goyal,ROHINI-H,59-N,AAM AADMI PARTY,6988,Lost,,,N,General,16994955,0,,,,,,,,,,,,,,,6988,Graduate
Surat Singh Saini,ROHINI-H,59-N,INDIAN NATIONAL CONGRESS,5034,Lost,,,N,General,50485860,891258,,,,,,,,,,,,,,,,Graduate
Sher Bhadur Mishra,ROHINI-H,59-N,INDEPENDENT,456,Lost,,,N,General,55104231,1812692,,,,,,,,,,,,,,,,10th Pass
Sharda Goel,ROHINI-H,59-N,INDEPENDENT,278,Lost,,,N,General,83551980,20175704,,,,,,,,,,,,,,,,Graduate
NOTA,ROHINI-H,59-N,,209,,,,N,General,,,,,,,,,,,,,,,,,,
Sumit Sharma,ANDREWS GANJ,59-S,AAM AADMI PARTY,1948,Lost,,,S,General,8585,0,,29,,,,,,,,,,,,,,12th Pass
Sumit Sharma,ANDREWS GANJ,59-S,AAM AADMI PARTY,32,Lost,,,S,General,8585,0,,39,,,,,,,,,,,,,,Graduate
Vishwajeet,ANDREWS GANJ,59-S,BAHUJAN SAMAJ PARTY,81,Lost,,,S,General,7033000,0,,,,,,,,,,,,,,,,12th Pass
Surjeet Singh,PREM NAGAR,43-N,AAM AADMI PARTY,9274,Winner,26907,47113,N,General,10026664,362080,Correct,43,married,2,0,yes,yes,no,no,2,0,6468450,business,housewife,9274,12th Pass
Rajeev Kumar Rana,ANDREWS GANJ,59-S,BHARATIYA JANATA PARTY,8426,Lost,,,S,General,12289312,0,,,,,,,,,,,,,,,8426,Graduate
Rakam Singh,ANDREWS GANJ,59-S,JANATA DAL (UNITED),425,Lost,,,S,General,19194034,595645,,,,,,,,,,,,,,,,12th Pass
NOTA,ANDREWS GANJ,59-S,,148,,,,S,General,,,,,,,,,,,,,,,,,,
Santosh,GHAROLI,6-E,JANATA DAL (UNITED),59,Lost,,,E,Women,161943,0,,,,,,,,,,,,,,,,Graduate
Jyoti Verma,GHAROLI,6-E,INDEPENDENT,186,Lost,,,E,Women,485302,400000,,,,,,,,,,,,,,,,10th Pass
ChanchaL Joshi,GHAROLI,6-E,BHARATIYA JANATA PARTY,7023,Lost,,,E,Women,10039494,1643764,,,,,,,,,,,,,,,,Post Graduate
Anita Bhatt,GHAROLI,6-E,AAM AADMI PARTY,3925,Lost,,,E,Women,12643403,606509,,,,,,,,,,,,,,,,10th Pass
Sanju Rani,PUL PEHLADPUR,94-S,BHARATIYA JANATA PARTY,13607,Winner,31221,58555,S,SCW,4606000,0,Correct,33,married,2,0,yes,yes,na-deceased,na-deceased,0,0,na,private teacher,na,13607,12th Pass
Kusum,GHAROLI,6-E,INDIAN NATIONAL CONGRESS,8278,Lost,,,E,Women,25441759,307592,,,,,,,,,,,,,,,8278,Illiterate
NOTA,GHAROLI,6-E,,168,,,,E,Women,,,,,,,,,,,,,,,,,,
Roop Lata Devi,KADIPUR,6-N,INDEPENDENT,84,Lost,,,N,Women,5000,0,,,,,,,,,,,,,,,,8th Pass
Neetu,KADIPUR,6-N,INDEPENDENT,181,Lost,,,N,Women,179331,0,,,,,,,,,,,,,,,,12th Pass
Ravindri,KADIPUR,6-N,INDEPENDENT,314,Lost,,,N,Women,680866,500000,,,,,,,,,,,,,,,,5th Pass
Neetu Chauhan,KADIPUR,6-N,INDEPENDENT,128,Lost,,,N,Women,1059028,11154,,,,,,,,,,,,,,,,Illiterate
Anita Pradhan,KADIPUR,6-N,JANATA DAL (UNITED),949,Lost,,,N,Women,1585403,472696,,,,,,,,,,,,,,,,8th Pass
Neetu Singh,KADIPUR,6-N,INDIAN NATIONAL CONGRESS,1802,Lost,,,N,Women,3872542,400000,,,,,,,,,,,,,,,,8th Pass
Sanjay Bala,KADIPUR,6-N,AAM AADMI PARTY,9169,Lost,,,N,Women,5060346,328000,,,,,,,,,,,,,,,9169,10th Pass
Babli Devi,KADIPUR,6-N,BAHUJAN SAMAJ PARTY,2540,Lost,,,N,Women,10035000,26500000,,,,,,,,,,,,,,,,Literate
Kailash Sankla,PUNJABI BAGH,2-S,BHARATIYA JANATA PARTY,10390,Winner,22645,39872,S,SC,25952300,7162740,Correct,51,Married,2,0,Yes,Yes,No,No,0,1,,Business,Housewife,10390,Others
Nutan Tyagi,KADIPUR,6-N,"RASHTRIYA
LOK DAL",780,Lost,,,N,Women,23476695,0,,,,,,,,,,,,,,,,Illiterate
NOTA,KADIPUR,6-N,,194,,,,N,Women,,,,,,,,,,,,,,,,,,
Kamla Devi,TAGORE GARDEN,6-S,BAHUJAN SAMAJ PARTY,127,Lost,,,S,Women,161223,0,,,,,,,,,,,,,,,,Illiterate
